"user.self" "sys.self" "elapsed" "user.child" "sys.child"
16.296 1.448 2048.721 3513.328 294.544
14.48 1.384 1952.408 3384.652 283.616
39.764 2.38 3018.016 5207.252 460.984
13.064 1.356 1935.151 3355.504 282.688
16.892 1.512 1921.384 3311.176 295.432
23.852 1.78 2319.991 4025.644 335.98
16.84 1.42 2055.084 3567.644 300.912
15.372 1.344 1935.813 3305.016 283.744
23.768 1.848 2325.321 4020.6 349.76
13.076 1.248 1867.644 3203.6 262.436
17.8 1.488 2178.776 3781.816 319.28
20.408 1.636 2225.475 3857.304 329.86
23.364 1.812 2229.974 3842.944 341.372
23.432 1.792 2409.236 4177.568 356.876
13.348 1.328 1765.684 3053.568 267.16
11.184 1.144 1715.096 2973.768 255.38
36.136 2.412 2841.461 4975.964 437.808
27.08 1.896 2551.32 4454.692 385.976
15.884 1.484 2060.448 3576.86 307.9
27 2.036 2484.43 4353.804 373.312
34.016 2.2 2380.052 4112.944 382.224
24.7 1.988 2253.714 3910.78 348.796
13.168 1.412 1823.858 3153.436 275.844
25.44 1.788 2301.627 4014.78 351.316
26.156 1.988 2373.46 4150.012 366.188
11.96 1.264 1760.271 3063.996 255.52
20.936 1.788 2111.925 3643.284 329.776
14.548 1.36 1951.559 3408.236 290.52
12.74 1.248 1758.733 3052.764 269.1
12.552 1.368 1719.783 2989.932 258.78
24.896 1.888 2173.847 3797.572 364.592
13.312 1.32 1601.069 2822.632 263.12
