"user.self" "sys.self" "elapsed" "user.child" "sys.child"
9.684 1.56 232.286999999999 401.376 13.204
10.656 1.536 268.048 468.524 14.552
15.58 1.912 363.181 632.176 18.94
8.82 1.268 261.705 467.016 13.364
11.624 1.636 340.16 605.112 16.108
8.4 1.324 298.329 536.3 13.78
12.564 1.812 401.769 712.836 18.084
10.088 1.464 373.591 664.5 15.872
10.424 1.56 394.518 711.856 16.016
18.168 1.796 280.14 480.952 14.764
9.148 1.256 237.398 409.16 12.828
11.256 1.652 298.234 524.92 15.848
9.316 1.428 273.718 488.24 13.708
16.392 1.836 378.098 665.444 18.368
12.96 1.892 392.106 694.26 18.304
13.532 1.98 422.53 746.7 19
16.996 2.004 496.035000000001 884.456 21.06
14.28 1.96 476.762000000001 856.848 19.608
14.536 1.964 306.055 532.456 16.916
11.036 1.592 268.792 474.472 14.5
13.972 1.764 295.77 511.2 15.812
10.536 1.496 297.834 529.872 14.828
9.668 1.536 323.347000000001 577.548 15.104
8.272 1.26 298.484 531.152 13.872
27.332 2.668 567.577 998.312 26.408
8.9 1.584 358.788 647.264 15.5
17.916 2.316 551.688 989.72 23.256
20.428 1.924 308.938 524.424 17.288
8.852 1.444 243.528 425.176 13.188
9.128 1.484 254.182 448.616 13.412
9.256 1.348 269.375 475.956 13.568
17.788 1.972 397.548 696.556 19.116
12.98 1.556 333.637 590.848 15.94
12.784 1.856 395.24 704.588 18.26
15.308 1.98 472.505 841.996 19.48
10.44 1.584 410.54 738.48 16.832
9.232 1.22 195.113 330.984 10.624
6.504 1.028 189.109 333.932 10.148
7.352 1.136 199.888 349.352 10.52
8.368 1.388 256.559 457.584 13.312
7.9 1.2 262.174 461.02 12.44
10.712 1.64 339.806 602.62 16.136
14.156 1.992 413.778 736.812 19.048
10.876 1.792 406.565 728.72 17.5
16.3 2.04 486.249 869.652 20.596
13.868 1.704 292.955999999999 511.96 16.104
21.092 2.668 424.927 744.224 22.636
10.868 1.604 291.562 511.748 15.856
8.156 1.232 262.840999999999 467.496 13.408
14.5 1.884 398.885 709.9 19.748
9.844 1.532 320.673 576.852 15.22
19.452 2.452 516.821 923.072 23.476
9.016 1.476 366.356 662.052 15.656
13.02 1.816 429.541 770.992 17.876
18.192 1.928 286.164 487.748 16.388
10.252 1.436 248.399 434.972 13.448
10.936 1.716 292.788 516.776 15.472
13.328 1.684 319.843 564.34 16.612
30.936 2.628 521.708000000001 901.724 24.776
8.932 1.312 306.285 549.228 14.068
18.248 2.128 480.612999999999 851.872 21.432
13.736 1.7 434.434 771.876 17.96
12.528 1.728 430.174 770.836 17.728
6.04 1.056 180.307 316.6 10.312
14.468 1.832 291.069 501.736 15.84
14.344 2.088 343.91 607.456 18.512
8.212 1.312 258.252 458.476 13.072
9 1.228 279.569 499.424 13.196
14.48 1.948 371.109 657.652 18.26
13.296 1.812 414.675 743.284 18.86
21.76 2.312 555.772 988.54 23.548
12.432 1.728 414.372 740.656 17.572
10.132 1.528 249.927000000001 437.148 13.852
17.72 1.992 348.634 608.368 18.652
12.724 1.644 322.065 569.808 17.328
17.472 1.952 400.061 705.628 20.164
8.684 1.504 314.395 560.632 15.2
10.8 1.644 327.611999999999 583.92 15.976
12.568 1.98 425.007000000001 765.292 19.444
10.76 1.62 417.222 752.28 17.504
19.12 2.236 516.027 918.632 21.744
9.116 1.252 212.652999999999 371.076 12.064
11.004 1.616 291.616999999999 515.928 16.14
14.368 1.952 348.861 614.216 18.492
19.02 2 381.023999999999 667.164 19.448
8.88 1.44 282.392000000001 502.296 13.74
7.996 1.284 301.49 538.74 13.852
15.968 2.048 435.461 772.668 20.188
15.636 2.032 494.648 885.468 20.772
15.848 2.124 505.881 911.664 20.256
9.5 1.18 207.386 358.744 11.716
13.116 1.548 276.387 482.304 14.98
26.544 2.652 440.212 762.248 23.868
13.04 1.572 310.857999999999 547.48 16.204
6.692 1.164 258.458000000001 465.208 12.668
20.856 2.396 464.536999999999 822.524 22.584
10.3 1.632 355.906 637.416 16.68
14.496 1.976 437.813999999999 789.424 19.656
13.2 1.964 440.036 794.976 18.536
11.276 1.676 255.902 451.564 14.376
14.896 1.812 304.967 533.976 16.648
13.108 1.904 318.388 559.492 17.1
15.492 1.608 320.453 562.876 17.052
8.148 1.408 274.763 487.564 14.104
10.08 1.408 281.521 506.48 13.832
13.86 1.968 373.759 670.436 18.176
9.876 1.608 335.994 612.332 15.732
8.864 1.6 334.826 613.224 15.024
