"tau" "theta" "m"
1.27033292982705 3.0197584051669 0.528952131325167
2.10751119231347 3.29536632211239 0.559336391479059
3.78156618156546 3.34334646544756 0.61179102576203
1.18258513179443 5.64399315472314 0.631909708372631
3.22344642870777 5.04474416278608 0.491888583532683
3.88554015692701 5.54420069910205 0.558468518163026
1.20115361214272 8.07919307455894 0.617825819747188
2.42149712681959 7.58527897533655 0.658411482061607
3.39399727792558 7.90341496807079 0.526872019059688
1.29968026964115 3.14363601308833 1.04481040912053
3.07297477920268 3.26100754237073 0.985245137220426
4.79725970443097 3.18041104241755 0.960788654166944
1.53016094588623 5.24137951823597 0.990184230575452
1.94010675164184 5.72930243295747 1.00069253228624
3.84569760843811 5.35390612870773 1.22979798719963
1.37593237653367 7.8021153983092 1.05660869745962
2.72908332285052 7.7155425826998 1.07225688330949
4.27351220672906 7.7746877080013 1.02114596777708
1.51901301255885 3.19026540708178 1.49782139449372
2.7874032720592 3.11917756750234 1.41685074954773
4.31604137967946 3.04617812397121 1.35598374198563
1.39679021257891 5.47225032059739 1.42840120843484
2.47452902267709 5.41766270217291 1.65921504803584
3.17905056401352 5.8202967895866 1.30912381781792
1.46271879664439 7.43720657001631 1.34830610040592
2.84881279134807 7.655994441223 1.57985394380528
3.88554015692701 7.50551767566119 1.73035708000213
1.45583363132828 3.13629189577729 0.618252478269204
2.06858304319503 3.39651281558708 0.469516836336088
2.88179391635139 3.29362416720008 0.668754742790248
1.47539285614147 5.2158161385131 0.561322672173129
2.56167649421515 5.50513295449553 0.531314970585775
2.19625024927044 5.56653201339191 0.529525919228681
1.17065783095651 7.73818791672292 0.582006154769669
3.28923271552317 7.33991681558796 0.506200154088186
3.14515258134461 7.96350980045387 0.561248750979385
1.07515767134981 3.22972620755318 0.955774695775648
2.2973886108818 3.16827491903646 0.845451793062611
2.52934539929394 3.30168373978058 0.927130361584852
1.36964963938639 5.45124974437168 0.995516978293562
2.84743139892312 5.33498326278406 0.976451781870401
2.80474836639861 5.78883870226356 1.00908394717968
1.19327463781459 7.60847751463996 0.978588243516757
3.40013474214046 7.58387957816546 0.987992258395032
3.18439202338988 7.92210404920582 1.05439748349443
1.96835061167689 3.18148577243432 1.53416017459696
3.97606883470263 2.98552180029994 1.49176082234368
3.29215021836866 3.25575642334192 1.5866838403396
1.07438280595064 5.58794231670981 1.48048714713106
2.81527964367474 5.28371837986067 1.53627040104313
4.04002650678732 5.37089096946927 1.47129864165256
1.13553781912736 8.16785209824525 1.5703777924363
2.91774948834917 7.93723825710455 1.5387607434828
3.74571566062902 7.72366733910507 1.55108125175748
1.21976378653781 3.19837548287269 0.568536228216368
2.62855463468228 3.16006252985288 0.483436052811902
3.63061659065342 3.33889978015773 0.62842408459776
1.13224577759884 5.71186601805856 0.656549080549046
3.3000115812709 5.3382712062036 0.616134622907984
3.52111936975177 5.69641344244674 0.608955614391266
1.50033765887882 7.6344872147413 0.58667107425588
2.87412785337158 7.74511085559559 0.59025926339102
3.88554015692701 7.80687455708725 0.625630068351851
1.4561009618346 3.02691932586372 0.855818005845884
2.20755951083791 3.33151857202441 1.25388464262828
3.68206672358214 3.16850837822011 0.960188362695009
1.01646751895706 5.74298982110602 1.08450190768766
2.41484669649694 5.54061698703259 0.962126904521347
3.27110955312288 5.23656239695398 0.974151018426976
1.35948386075681 7.77769514361561 1.02175203678684
2.40881917813608 7.75807001571304 1.07650370315378
3.60117664630829 7.55284635073794 1.11553153021648
1.26212923620358 3.18980925618004 1.56406891488806
2.58061654468931 3.18976192532119 1.56260941807972
3.40639591195611 3.54824054565858 1.69583787675713
1.29530998440992 5.69694268252293 1.74828944271654
2.16909787197061 5.34707196407391 1.701561306228
3.41952736137209 5.43119721716473 1.51413319990169
1.27356149556593 7.81980975127001 1.37900740892283
2.21843219367273 8.02293656686756 1.7040234891945
3.78915214362989 7.81261974405475 1.29250385669067
1.36413610549849 3.16660311324977 0.506399629368393
3.30998949749421 3.20866987699065 0.608807535873784
4.73500089023391 3.23826435462598 0.539980433691527
1.26800186269717 5.7132082210876 0.588225593233256
1.99059617667622 5.80130058968185 0.636384880536644
4.27925313081851 5.3257843647166 0.593397724886956
1.02891941337921 7.95137297933949 0.638414412625691
2.45316472671643 7.94957183047038 0.553034739792691
4.20537555701823 7.87517361323038 0.518901552691811
1.3739285752485 3.22647890582255 0.93309182210901
2.39575754161497 3.23744124308474 1.16491371324751
4.15494540462854 3.08975448789605 0.930974903301826
1.45272920664607 5.33919020692364 0.939358256783969
2.82221895896491 5.69362359953667 1.25277869614998
3.5832808148269 5.42641416340331 0.905769418874747
1.34362237827459 7.37349483597999 1.01372058188944
1.92356963058916 7.84702621412367 0.96234286471419
4.86235555205921 7.8535939933258 1.11734526757268
0.814379768279613 3.4554983433404 1.60816416565311
2.38150146237181 3.27489988487187 1.46288616747024
3.31133096213365 3.41740077682412 1.3211461040641
1.16004582635985 5.47251731957377 1.30103176381677
1.81325476155661 5.63118572692184 1.65973559757192
3.36581394663612 5.46108338462631 1.15823977519558
1.17675961887813 7.94711817085549 1.52465922761394
2.9849703748028 7.68636533204306 1.67522456743587
4.70902193312031 7.83116751334718 1.84306011398417
