"init.user" "init.system" "init.elapsed" "ref.user" "ref.system" "ref.elapsed"
315.768 0.436 1173.149 1200.98 3.34 4976.62699999999
263.356 0.536 1129.04399999999 2050.188 4.808 9990.198
347.312 0.556 1208.03999999999 997.068 3.4 4208.43799999999
299.124 0.524 1169.894 1559.672 4.216 7229.02799999999
390.352 0.496 1231.087 1389.552 3.836 6185.462
303.28 0.504 1173.93399999999 1760.324 4.696 8771.626
394.58 0.6 1239.36300000001 1279.788 3.492 4731.31199999999
380.476 0.548 1235.152 1698.916 4.824 8393.87300000001
317.856 0.48 1180.77100000001 901.792 2.724 4495.15599999999
281.756 0.444 1151.34600000001 1066.956 3.036 6491.80500000001
274.38 0.456 1154.47100000001 1224.776 3.152 5267.018
329.58 0.516 1198.62699999999 1268.544 3.356 6621.88400000001
296.716 0.472 1157.974 1097.816 3.272 4881.872
322.792 0.492 1184.00899999999 872.896 2.824 5256.08499999999
286.44 0.492 1159.851 1515.292 4.14 6377.889
405.108 0.5 1279.78 1357.8 3.596 6826.89999999999
306.976 0.528 1182.21399999999 1083.156 3.2 5531.796
325.532 0.464 1189.702 1404.4 3.704 8630.454
345.248 0.536 1226.20299999999 1509.628 4.02 5689.94100000001
320.036 0.468 1202.713 1184.056 3.408 5361.065
319.548 0.476 1210.44500000001 1808.396 4.728 6650.458
311.184 0.496 1183.605 2171.52 5.012 10885.81
381.948 0.468 1281.76599999999 2262.664 6.008 8652.079
373.868 0.544 1256.262 2090.276 5.316 9888.36900000001
317.512 0.528 1210.71299999999 1540.036 4.124 7148.463
268.016 0.508 1129.477 2467.076 5.532 14042.246
286.508 0.504 1162.425 1937.48 4.548 7985.018
338.424 0.504 1236.314 1355.584 4.024 8807.834
342.96 0.54 1219.856 1977.636 4.444 8316.54100000001
327.172 0.532 1199.63 1986.984 4.328 10488.687
388.74 0.48 1306.952 1290.288 3.264 5115.36
330.456 0.484 1216.751 1412.52 3.336 7066.71800000001
288.208 0.524 1180.61 2406.748 5.816 9706.36199999999
327.78 0.528 1224.026 1383.772 3.82 6943.08900000001
346.844 0.544 1243.83499999999 1198.548 3.496 4355.08
360.176 0.54 1254.026 1839.892 4.456 7952.39800000002
334.024 0.504 1236.526 1283.86 3.744 5859.24099999999
306.2 0.46 1194.21799999999 2272.696 4.852 10148.141
393.848 0.536 1259.01199999999 1603.256 4.7 6278.90899999999
418.136 0.488 1303.693 1254.768 3.356 5747.74300000002
318.548 0.6 1198.819 1622.188 3.688 7025.147
315.332 0.488 1192.98200000002 1415.672 3.924 8591.72500000001
288.296 0.528 1183.46600000001 1048.348 3.06 4659.66200000001
353.028 0.46 1238.261 1319.908 3.816 8210.92300000001
401.86 0.52 1295.242 1031.468 3.096 5309.80100000001
306.74 0.536 1201.49100000001 1409.652 3.332 7334.95999999999
406.676 0.608 1330.60700000002 1005.212 2.996 4393.845
366.98 0.556 1252.598 1454.708 3.88 7493.81600000002
303.072 0.52 1189.163 1640.48 4.456 7627.13100000002
273.912 0.564 1166.95199999999 2656.476 6.22 13827.441
331.836 0.52 1227.647 1377.928 3.908 6396.95300000001
352.268 0.5 1231.57499999998 2531.988 6.388 11664.707
295.624 0.564 1178.467 1696.444 4.644 8247.93700000001
309.796 0.508 1190.80800000002 1715.66 4.124 9640.125
382.844 0.504 1272.003 2005.368 5.056 8338.57999999999
321.504 0.508 1207.93599999999 2249.092 5.864 11209.031
294.344 0.484 1186.66800000001 1244.924 3.452 6442.36799999999
275.796 0.532 1188.81100000002 1868.5 4.78 11741.48
327.872 0.52 1236.454 1369.164 3.836 6469.821
292.536 0.524 1182.65599999999 1314.352 3.64 7842.171
304.912 0.548 1200.42499999999 1691.904 4.512 7648.88100000002
331.108 0.476 1215.492 1697.66 4.748 10026.088
390.752 0.496 1292.96100000001 1001.748 2.684 4469.25
312.148 0.484 1203.01300000001 1096.376 2.924 6129.78899999999
