"theta" "tau" "m" "q" "s1" "s2"
6.87682153128109 4.17705410365491 1.59017566513474 3.29384904086129 2.32505556061557 4.49229579558507
13.4472286590658 4.55967059892648 1.65373128838501 3.19798136869354 1.56618652984234 6.37443608327298
14.016964348656 0.0627275579207949 2.8993971701138 1.16930540500833 0.124373555628572 2.48603432111033
12.7259178693133 0.860468998367969 1.73077137910678 2.65784240672731 1.19505184057325 4.04683967812284
6.42818153182385 6.30159367081374 3.47639958364652 4.13821830661466 4.26531567105449 3.20004959819716
13.0854830952272 1.46239357997598 3.54199890233178 2.93060319455119 0.974393177852827 5.73513485230946
11.9443821618637 0.0758273290236518 4.39973727939722 1.39559666172646 0.188017194060065 2.58168233351129
14.0660161339135 0.229716160585925 4.21900016427654 2.23839287070973 0.443463147674427 4.03134678128053
8.33330474786796 0.756313604876123 1.86083398859404 4.18072467742905 0.582590083958716 5.84974446354607
11.4928734060703 0.661761210919074 1.65871921498181 5.30590248269779 0.882767884317921 7.65258196489829
7.31245018443815 13.0224266696784 1.32783453746457 6.06713587572047 2.93382478746513 5.73092723570324
11.7484873159557 5.49680264356323 1.59187140609471 7.0510356789474 2.58277289128031 5.31558823075398
7.37431662389844 0.522329046020113 4.07594784995618 5.10909990950889 0.384219016738227 6.54034870662324
16.278949127395 6.46957780237565 3.70395233946655 4.87280762092172 1.86923767176521 6.65694144138428
6.96625054466857 1.98630561747085 3.37090954771778 6.56828718646693 1.0284863813655 5.55170843409383
13.9148944790658 2.25994467560452 3.59390938381399 5.69983048735429 1.10347834940823 4.79277440127542
6.85875120413551 4.04145575370545 1.57079380101255 3.30739009539085 3.53859754587998 6.41720561628102
13.7535321350519 5.50231499733683 1.63501084799135 3.12226200745277 2.98967124159565 7.90493189078103
6.71397247944119 0.528494856947059 2.07599463744784 2.34382803870275 0.678072468873449 5.47174189090835
20 0.139616277482141 3.04054935379686 1.28816694198479 0.189214344922085 3.57486524073877
8.92083696597463 0.477066471188658 4.12228049535636 1.73593914166758 0.201204480186222 6.04156373148899
12.273725563214 1.08777975318875 3.63420317180264 3.29784737602253 0.630935936781222 8.35198721115664
7.04707222548708 1.72789648455038 3.50305678845172 3.18990550371771 0.755307134926097 6.03538650325767
11.1843661877604 1.73043953323103 3.17727911781573 3.36029355942237 1.53102806970503 5.78103237570895
7.12725712524607 1.78695912850103 1.73675862594865 5.24952355779158 0.925515301872306 10
12.8074817382519 0.645990100809224 2.05807335851036 3.86354095985075 0.647938988317644 9.75850072437119
6.96262821696971 3.11079337961583 1.62186425193814 6.15857684325659 1.00799769823451 8.63372150695876
15.2994265625498 0.909866296714027 2.13533183226347 3.9397328596352 0.454175388354287 6.60613633642553
7.29380450242339 1.82811226599213 2.77599967322067 5.49224874256883 0.810872148125075 10
11.3416257264431 2.4818667886647 2.92558925250526 7.50179180964844 2.09991578911016 9.77661793524777
6.5619533870781 2.80707177219521 2.97698615766814 7.33308614088776 1.57601439995332 6.63799070945378
13.1981823147987 5.38818521055864 3.21149925013878 6.38872402953435 2.20644421496107 5.82505899312474
8.21938603007679 3.52226997248776 1.7800517400012 2.66394096653955 0.872964661741278 9.71847467696483
14.5744907038643 2.00172582965172 1.77549729404145 2.543721864729 0.861834644551309 7.557403116069
7.46218341913879 5.83533866597968 1.61357656448975 3.1038348499348 2.75144756763765 2.36197661491767
12.5485455217161 0.588588221349697 1.72086260350553 2.56700047987802 0.986356808141632 4.2584522788606
8.31198750823938 1.8163342754038 3.6145158060178 2.97411610466299 0.548167552247999 7.67270499010926
11.7753787019875 0.44010601012409 3.71866060986784 2.648039952094 0.287944091635073 7.43026322784407
6.28997578783756 1.07078691782094 3.57113345928993 3.31066397008371 1.28372911595349 4.34966279552182
12.5456285500674 7.21424568545408 3.18244428616108 3.97222209047586 2.27632694073613 3.50438325155333
8.52248183931074 1.01000489931416 1.94216715181986 3.99532627509515 0.592884145945154 6.86394252424853
11.9735393701819 1.68928532627886 1.61575198149553 5.94694628118645 1.50376258495608 7.99769909695917
6.92597219713178 7.02949455630467 1.68405126367335 6.56416929537525 2.68599093467839 5.51643845333597
13.554273149827 0.523899985450959 2.04194393475013 4.5510691419042 0.431482289716061 6.77262185565956
7.25736997950065 2.08036757840016 3.87693184071646 5.43618359789908 1.3462052233838 7.58050425247758
12.5696069810574 1.22044007379055 3.57008867040162 5.76557023101175 1.10418986002125 7.61774887505814
8.28888982948485 1.73115320315096 3.33469586782287 5.20646158696249 0.51643578427183 5.29335897325378
14.9567951812963 1.88692380135908 3.49539614521398 4.89088365982881 0.604163490449402 6.32173217300817
