"tau" "m" "q" "s1" "s2" "theta"
1.04247965423474 1.7569835465141 2.71399230542649 1.05450503238111 5.26896118841446 6.88475343453229
12.3902798918269 1.71913810443225 3.50192125704887 2.77590363896753 1.19856690472012 7.45467456030366
0.0412281044105647 5 0.985099232727129 0.14917315478701 3.11953963350342 11.4657361413092
0.376521077380376 3.70389878857145 2.26190018411807 0.311618311652337 4.07513841975668 8.04904754752941
0.284892950450029 1.47567803202065 4.16275236901087 0.82517212296792 6.22762440101065 7.02046884224175
15.1708337892154 1.44743726619754 7.36625549160226 4.31660579908521 4.05258123522091 6.73213689458959
18.3085193085431 3.98272070957368 7.8605462913892 6.74907986569511 7.18524894793218 7.35068905442678
20 3.06632355287782 6.53842582155034 5.06104820837282 1.9134934375267 7.42773002632269
0.563630955230745 2.31616449863811 2.11863802921076 0.477412925735911 8.28733782050903 6.97204589269346
14.3977586138137 1.51875540129815 3.25158764143018 6.72082752465217 4.52381636122066 7.52485127967345
4.11924364692449 2.9834051472053 3.5954605060528 8.59870118883793 0.799804109253217 6.88663633188474
1.72542001684401 3.26244183620057 3.20988300103619 1.3468765107297 4.94799503778115 6.54220048310635
5.83132174502924 1.64147462232046 7.24810178146387 7.82939660287585 3.01839457297529 6.61281501661209
1.02546645074874 1.82137075146612 4.75411982566671 0.524804718328407 8.07311604682001 7.11418513020188
0.414676293705949 4.48427967742414 4.59232186830552 0.320406062764155 9.21417758709894 7.08134078271712
1.05048609884565 3.69782598359652 6.73155050443847 1.01153701622779 7.11573710336429 6.47264039959997
10.7189841247995 1.65119141566797 2.89369632000207 6.84294484527645 5.64584119537025 8.25232767116135
3.43376296424615 1.7304062795497 3.56771328867472 0.599140752203869 7.67270499010926 6.97597325990851
2.88368890576493 2.97292988050767 3.39612779050564 0.933217817777624 10 6.75375633477893
0.438320118162567 4.22093920858671 2.21073069542382 0.388802444499262 3.94237027948691 8.14929642619179
1.31853186610987 1.90007555720538 5.20707303701444 0.595451457336506 7.87852923747861 7.67448169317911
19.6524427911121 1.70024618021731 6.53151580165445 6.80044381400902 2.44062761260218 7.62159418741438
0.865238976714636 3.8033923777563 5.26156036627369 0.901963152695465 7.34223822298125 7.00634522760834
18.8133959594184 3.164995873831 6.76233010211925 6.52033013053397 2.05063768718184 7.42448133531978
7.01236194698099 1.66844544935081 3.11374419198137 6.64545273026035 7.47254875184909 7.58013946627449
12.3144512797795 1.75976265214694 3.27646509526838 5.35326208902252 7.27121129239926 7.72540894693225
0.339384062655851 4.84027412681986 1.93025097313634 0.161700010786054 9.71053934695671 6.66216292924021
1.39771039327468 3.5934675360092 3.28441092739447 0.781873448177805 6.73704988923467 6.68014762694709
0.571788875074707 2.23494889534146 3.56837832973444 0.450103388118036 10 7.62631303773178
1.95477407494952 2.03017702147263 6.10922747861816 1.24890849197981 7.92154286945065 6.89366962720388
0.3315892220909 4.53758116632392 2.81672634257779 0.16224056161928 10 7.86588982498849
1.2574271045159 3.24592608463889 5.29402617265617 0.771562590215767 7.76099928695016 6.9396536891572
10.6005264622703 1.80842783665934 3.49203902022923 5.65860889013389 2.49813952062833 13.6993464160578
9.79855781254663 1.65832345902316 3.33305972252512 1.39646250848389 10 13.5486631091569
0.585058060808141 3.51313858040071 2.53233001081794 0.852861729320289 5.73099760950638 11.9030778160117
0.269630275741817 3.6429142065785 2.34295635838584 0.427335056246497 3.50318612322903 14.7959349989967
0.628868281309445 2.19853145294308 4.6277366410458 0.519273160635251 6.17410253710525 14.5608154058915
15.5458441081787 1.57151295178542 6.80208755651908 3.57299956865727 5.24337429992874 13.611093544906
0.364927919630337 4.17085629091947 4.10029257496282 0.306010072620135 5.7511024799922 15.3283046216403
1.30514645192227 3.86351277886274 5.46138526768943 0.787869757912491 4.51539087466385 14.5731487363504
0.876710287672974 2.06363912037717 2.49231181401067 0.588271305169405 8.04378739951372 12.7233086341346
9.20350387147395 1.4343120421475 3.45468276657395 3.85812778015042 4.03047069653968 12.8981333102027
0.650269986895609 3.94195943529964 2.32622918909904 0.792668887781736 7.49191133538087 12.2252958526196
0.402305061458254 3.72800714583317 2.20577562300244 0.320514287424582 5.31407108915944 13.6191446664801
6.72699713188798 1.51361329558961 6.90200955623973 3.94386225809735 9.39228182656211 13.1762330573744
2.0496926656221 1.71337693642981 5.35093142041306 1.06765284731599 7.31765874931919 13.2619006359396
13.1753805871632 4.01881494665026 6.46515580025593 10 4.11759768114851 15.8729640751452
0.347251937237263 4.50692643234885 5.36674453698386 0.299158936232668 7.31141996022837 12.3471617358689
5.93409433573159 1.85511926650965 3.14273562523496 6.90292216433789 1.99584253451511 14.62082097008
0.530399117673295 1.85429632539799 2.20510211430116 0.402998574608324 4.32874390202086 15.0433671481522
6.25914032496387 3.75109084261859 4.763781526531 3.94262791178516 6.4445133159857 11.6168170067893
1.76290365651851 4.43067575514222 2.9753474188804 0.591928856182633 4.75922636165745 15.0218686765331
1.0311528600128 1.77740179789432 4.88530327415582 1.04418832118252 9.06829269191807 11.9666987137022
2.57534523365563 1.65381219503014 5.47980408400378 0.429116955363539 7.3263262240589 14.8728451904446
0.685048983000676 4.46728463648179 5.6926776650434 0.609947958111708 7.1709290394461 13.5122877589308
0.652408014810389 3.08024340257736 4.32917862812872 0.564176887790402 5.00134323150885 13.9945035016285
5.53387295502146 1.55218354985065 3.21334419808247 4.57807919831387 8.91666613513115 13.7448799675276
0.656305640863212 1.87723094240263 2.39991621228621 0.635528402157984 7.0711607919505 12.3961991313143
0.323653594684831 4.54951838747294 1.74791078882167 0.155305106342835 10 12.331224494841
0.431349568632207 4.19373001181789 2.04585479107788 0.290789547558466 5.47543736469782 15.2073884844203
0.54141252432994 2.57977623988039 3.81311687319321 0.259305790300336 10 15.2384133264558
2.57024382096652 1.53874156864872 5.4454840603026 0.897526376440979 10 12.7786851919285
8.84201902499657 3.91631898778378 7.2779903301184 8.02924974863309 8.10059767921667 13.7482933263278
2.32243791912195 3.10327135430844 5.88631805336012 1.11574944222773 8.55021103771202 13.1275773345671
