"t_split_1" "M" "theta"
1.59861072649687 0.591280527516942 3.06696220125328
2.68579588381844 0.618299467738525 3.24582312201409
4.32067526818492 0.629903121977452 3.13299591735496
0.917969386281351 1.08560292540984 3.53544544239401
2.2316931233209 0.983810530021502 3.17094651549834
2.48649686399824 1.03589591948793 3.26006256886344
0.727485452108303 1.63291933306032 3.59105071878004
3.97289099686365 1.70393663278214 3.24151789401379
3.8064309885844 1.66308034531999 3.34303919719448
0.836709710363603 0.586910377689606 5.6775915094013
2.26413395092098 0.520481000950586 5.59745932985888
3.1754606454805 0.462891705586205 5.23741868361047
1.6032044393383 1.00041152158769 5.27800436661437
1.91049356148091 1.16968724099058 5.9715149048667
4.22727647830786 1.02957107654984 5.23416260832156
1.49196134478941 1.45035319557813 5.3884164619762
2.72114627538522 1.44194443644559 5.48577597051485
3.82708642064969 1.45621164617689 5.19144098748672
0.895924767439037 0.455003512900887 8.44755715195962
2.87423126896869 0.535373793316941 7.4067054329785
3.52803205498691 0.61950984524291 7.79127402326028
1.24443880684946 1.11302728678675 7.90469600097423
2.33050842532292 0.982250259789162 8.05804301281757
2.75533695785882 1.00939491111307 8.04147490853425
0.812668971900353 1.73759122965424 8.45256755840802
2.81495560451975 1.43829433686933 7.67975563117151
2.29385739856923 1.51682478195816 8.12875633297861
1.22359877718666 0.585411510168266 3.1832713009737
2.86832527139919 0.554417800637711 3.27604124667902
4.33466313366147 0.533105155091138 3.05618961885152
1.2549312809886 1.01542112371239 3.23783413982953
2.74597412895743 1.08819937709962 3.13175235380794
4.51676535512019 1.11134162241718 3.17550346858112
1.26165519653995 1.5125001378787 3.33180299161282
3.34226498699935 1.34305505072993 3.11858935993716
3.62119695866073 1.69288142218332 3.43150722362106
1.42725472883502 0.62791800026846 5.39797727948761
2.42620379063528 0.544476172189485 5.53142873329305
4.75491327078165 0.572929342074385 5.28993407454238
1.44176207069758 1.02195044726504 5.54105264881206
2.15174548729339 1.03348828308841 5.68375051838274
3.38436387646724 1.01872522131265 5.5190583422677
1.3254073728985 1.38909380804613 5.60320900146837
2.76654273042754 1.45386390874428 5.8267632474114
3.95802535046964 1.53162547311319 5.40925645917453
1.08022012384118 0.509629587639631 8.09551515124911
2.78650414230158 0.555496136568379 7.79819658384491
3.79715823603998 0.473656519728385 7.59672399405922
1.5733249701382 1.0264958971021 7.25807319725908
2.33632421625802 0.963379057503427 7.78203185714133
3.41617156518088 1.04090271206227 7.77914744591774
1.29663910464557 1.27637293832777 7.85404588340942
2.86144963582566 1.69288097563558 7.68566625885049
3.13723646293399 1.66879410841124 8.10347880942191
