"theta" "tau" "m" "q" "s1" "s2"
7.14669428187891 5.10154334787591 1.56977693862418 3.34220491143129 3.58019487634258 2.36766391388213
13.2653532720355 6.87103509385059 1.69039155919013 3.4570796118224 2.29790836720244 6.11794024121985
6.90441554764432 2.5557279854623 2.01472732628625 3.38970571764076 1.98015115143446 3.18795021839587
15.0489258284384 0.206670301572598 1.76311821641868 2.0106216501421 0.515799338664589 3.7948369583314
6.43938815037074 6.25085439115737 3.43540825971439 4.14560918979777 4.0530166963856 3.23169927678418
13.1656744680072 1.08737264715 3.9239105340187 3.02554623772904 1.07242961719671 4.89014856099805
7.78699201878739 0.216530406244049 3.95990407080545 2.05765164941949 0.43942897197009 3.90110152948067
13.2462311463642 0.362601680200593 3.85034551051117 2.45465140699716 0.547924703016194 4.30939740916358
7.8242772365963 0.791670511535523 1.83578425250275 4.51593653836443 0.752907449404142 6.03972283931938
11.2660020969134 0.81467580193761 1.64816299065739 5.65238804137454 1.157625022989 7.46364236901892
7.00076680675988 0.74861154872391 1.52654959052255 4.66552143626597 0.616420585357554 6.13523288423111
11.4056965991211 1.17291938956475 1.70979981942407 5.85931541153694 0.919992212582541 6.80315114802127
6.99502076310773 0.593869800698338 3.65217125892064 5.18391981100206 0.55317341496571 6.55969249796396
14.2266249572326 1.24136905198827 4.06065443204701 5.31080161767965 1.20459201266429 5.31730635944348
7.11658607374855 1.61122396950959 3.56721170779239 6.58835390291382 0.847034350827058 5.52182687963553
14.2734193768074 0.642600485156151 3.81702422746271 4.87533350078061 0.564235463831033 4.87738008097142
6.84783906324683 4.72153538994931 1.54849208222993 3.51530420792117 6.97789594545354 2.62947662648761
13.9430011574094 4.02903414195175 1.78988482921771 3.1211269953993 1.81314322501233 8.70696883126014
7.00730808276585 5.90830004498792 1.90552525716557 3.44746020893285 2.87736393156804 3.62562491666051
16.6529540328801 0.251378841117347 2.61722364938898 1.64785636465988 0.32073667754739 4.24258641863276
8.75687673664665 0.384846731653455 4.33904804715469 1.61986356391907 0.173020093461517 5.99432320643899
11.3510915355991 1.25491894639756 3.33039647645953 3.370504547671 0.798990436695418 9.13311144789801
7.14464848517331 3.11187556737016 3.47315209930327 3.31600506360727 1.07495809002871 6.39780859045045
11.9526799141586 0.375676725727285 3.87734075351272 2.3243487871628 0.44178280290627 5.9211102712762
7.60516798990198 2.36899693820976 1.77813248601386 5.31324401618036 0.990836811336641 10
12.2623265019319 0.94464345476136 1.95436042766869 4.66172413591159 1.1783659364809 9.56192522672619
7.43043598384434 1.36510184673362 1.88638808828158 5.29054785229407 0.557760418718881 7.33025265301885
15.0817573409908 0.803783230786665 2.20729733066021 3.93698776104387 0.39132783870763 6.77075062665651
7.32972614897812 1.68647360302303 2.75108891564626 5.33163325857077 0.899538640177686 9.0887334142198
11.7337041518165 2.6809659748374 2.88018410373132 6.86608119559282 2.02439635702382 10
6.65318032850751 3.36434273475332 3.13206064752885 7.62968312472353 1.36112146953653 8.13803386374722
15.0060905644695 0.458433061117106 3.73971973872321 4.056751080014 0.313402902152797 5.59831225229888
8.157176745405 0.749740002205147 2.22440759084899 2.07848467682088 0.345104864907064 6.62408142782664
15.4310105246137 0.763635054815246 2.31816581412567 2.00857327747122 0.348200724174222 6.82653233939007
7.04970736177964 4.81709602247686 1.62519036696883 3.28591778931876 2.59920528952469 2.76815924724273
15.5346539697304 0.171527086040857 1.66812946160256 1.82585708212428 0.424305130603398 3.78497963464371
8.17885297410456 2.22386672020813 3.67082863893073 3.08121025873626 0.47717632539142 10
13.033497218009 0.498634750362742 3.58750299020531 2.53655365125807 0.305285350125507 6.66938911154133
7.64977802464449 0.232788057919046 3.99007646028959 2.19623663263963 0.420638488681754 4.07979230603162
12.4485139805664 13.834876113628 3.1515281155397 4.04382561193124 4.32635612155678 4.36578799547529
8.67719919902684 1.7662475785815 1.83767992345568 4.46312054711427 0.780029513653229 6.9423349008093
13.1625667748941 1.01361868626826 1.72901201488163 5.09129668127077 0.713606729071703 7.82879588565737
6.56456692368464 4.2577193071731 1.69903872866925 6.80214339641637 2.2567559492729 5.51052323918446
13.7127276784987 0.45880620270961 2.29602923787811 4.48840426133343 0.328253195673142 6.89974559231742
6.95391112039733 1.21413434333621 3.82467740518056 5.0470583574075 1.13889857688277 7.38651427698581
12.5346531163767 1.33843104818777 3.551968521506 6.15068764463771 1.42609734754503 6.93295176512682
8.15911887581576 1.6657367865667 3.26036749372878 5.18721931083388 0.518319831153714 5.43384327470188
17.1638361304956 0.693588958426079 4.13842958231131 4.00969180113761 0.335246844931506 4.73128454908463
7.04832095532459 0.56449547043961 2.3336896825285 1.93494640151222 0.370880515736237 9.47768211559688
12.3792918832803 4.27686512785417 1.78145974665627 3.53989110583377 5.83481205028906 6.3326084637181
7.34135883403092 4.74981439978077 1.67133898430376 3.06992425974615 2.08034715455464 5.91471837954259
