"t_split_1" "M" "theta"
1.60368763031037 0.59592537879255 3.12712177877007
2.60613988285206 0.65927027420171 3.18442120286477
3.66455719277134 0.634065033690182 3.32437730204593
1.07942927233894 1.04860877464697 3.40791063407415
2.19722862368639 0.947755282870166 3.17602520529885
3.12429953423157 1.03734163424437 3.19273823528908
0.758001886084805 1.61279822498984 3.59873852605922
3.03711050852375 1.69847251841245 3.30804908301085
2.53312323602151 1.51644643070239 3.47529820280622
1.15533450811299 0.609391154121839 5.23311416732412
2.25610992480024 0.489375544268636 5.72457667536824
3.51370527258731 0.490050882871248 5.13796293084509
1.26988079413445 1.03093892838282 5.36574968872084
2.91523774514957 1.21029453236885 5.58932644457764
2.98712364621032 1.02196292597684 5.30296365159348
1.4660326717297 1.51907291303428 5.52202454866082
2.36499623538914 1.39772758788641 5.55875506239497
2.52590338823369 1.5252127698187 5.39269753372622
1.0624950631082 0.496075380154466 8.05241116388751
2.38248808964531 0.532725353718157 7.82839043017797
2.98561650928407 0.677580074623715 8.18429697856971
1.18194811910496 1.11834341025866 7.98096376561645
2.91307205092679 1.04225252350048 7.55679158600359
2.34507071715173 0.995847072701152 7.92925738750583
1.07185660307662 1.59994440240494 7.98822385145024
2.86291791653904 1.40743476469459 7.874591737333
2.67018761743679 1.53528512268287 7.68785226517115
1.11166897871514 0.609537546732515 3.32832745422421
2.47467190519403 0.579603839474598 3.31376535270052
3.88085563888261 0.564286349737877 3.1534938253688
1.02957448918041 1.04839355884001 3.32982798515237
2.83525781669213 1.02912987158269 3.02111913317149
2.99414105589983 1.06293029724072 3.28949766965673
1.16986377615564 1.46857312326958 3.32982661467052
3.9484540462493 1.34870214273324 3.12054764377905
3.39745642530685 1.63543616919884 3.3895222987555
1.29288514625717 0.617328294374313 5.61101072907722
2.57643749427276 0.558285699825452 5.55570633621345
4.25631898551711 0.56090082940586 5.26262096387874
1.32515662653914 1.02385376221963 5.64480517351751
2.49660000246731 1.08689984751891 5.73171400355385
2.95576346285744 1.04768547256199 5.61222026799229
0.971937334453866 1.41884849661297 5.93468058338922
2.7036094580961 1.4971953085912 5.68564606619316
3.83043994749972 1.61227016893401 5.565717398065
1.12717588980704 0.504158864462951 8.0756160202157
2.39200162750009 0.577679474375065 8.02629860877212
3.52806420543879 0.460312227023113 7.65202696257389
1.39587817321371 1.00110976858731 7.65024623032174
2.43187011872798 0.994157618132382 7.7615507630275
3.7537320816497 1.06461473600306 7.74003054620613
1.21784352286589 1.37177155197205 7.83416381549852
2.54549262257715 1.72370260468874 7.80720543674679
4.19845308613504 1.63598238085417 7.78424164510965
