"init.user" "init.system" "init.elapsed" "ref.user" "ref.system" "ref.elapsed"
25.628 0.232 131.915 133.184 1.844 500.417
37.572 0.2 143.096 92.868 1.548 416.103
24.076 0.252 127.411 303.308 3.036 899.011
38.276 0.24 142.518 206.312 2.852 784.541
26.48 0.22 132.268 179.976 2.324 682.393
35.024 0.268 141.263 208.676 2.544 736.843
43.812 0.272 150.038 183.844 2.508 706.436
36.94 0.224 138.161 172.524 2.208 745.356
34.132 0.22 139.349 119.724 1.884 584.867
38.248 0.276 142.621 157.328 1.828 517.862
32.54 0.236 138.989 143.688 1.724 528.405
23.392 0.2 129.765 165.436 2.464 637.691
34.904 0.18 140.223 170.632 2.164 611.189
25.888 0.236 130.825 197.008 2.74 749.538
23.484 0.244 124.369 153.204 2.216 628.326
23.552 0.212 129.546 310.196 3.66 1092.466
26.14 0.264 129.728 222.16 2.76 867.841
22.46 0.272 120.165 205.444 2.68 824.925
29.152 0.296 129.524 206.332 2.38 659.291
30.192 0.244 131.17 124.668 1.664 463.705
31.04 0.252 129.341 160.704 2.22 636.148
45.148 0.292 141.633 198.764 2.576 735.526
38.46 0.268 141.745 182.86 2.204 679.312
25.228 0.216 122.706 209.188 2.648 797.081
24.652 0.284 133.404 245.684 2.668 808.634
39.648 0.3 146.169 179.412 2.368 741.613
31.6 0.24 137.037 218.484 2.308 789.072
47.368 0.252 142.817 180.152 2.32 609.048
42.744 0.248 145.072 101.348 1.74 464.123
31.616 0.252 125.864 221.288 3.172 820.486
26.792 0.212 126.805 204.656 2.776 756.946
36.884 0.256 132.592 229.228 2.768 814.371
39.536 0.216 134.875 191.232 2.212 689.042
29.08 0.216 135.153 156.424 2.212 682.828
33.492 0.212 130.489 134.472 1.644 547.815
21.572 0.228 124.82 155.78 2.032 651.894
29.872 0.256 136.023 136 2.028 533.598
27.224 0.316 131.773 234.048 3.032 832.705
28.608 0.216 133.282 174.228 2.004 591.357
31.76 0.252 127.465 123.256 1.908 527.984
24.216 0.264 128.071 162.308 1.992 605.338
24.28 0.244 121.09 225.996 2.724 813.191
27.432 0.24 123.598 103.5 1.984 535.162
26.592 0.264 127.659 160.052 2.236 676.672
26.44 0.232 130.269 210.1 2.832 801.458
35.396 0.292 128.531 204.74 2.532 679.061
27.412 0.26 126.146 220.024 2.556 717.975
39.776 0.252 140.509 148.224 2.168 551.511
32.004 0.252 133.004 146.884 1.764 500.233
36.52 0.264 139.142 138.696 1.872 518.015
25.672 0.244 120.708 152.548 1.728 527.771
25.672 0.236 119.374 167.756 2.196 609.39
25.876 0.208 120.585 243.968 2.872 853.58
24.528 0.244 118.258 120.912 1.724 497.93
