"tau" "theta" "m"
1.30238178761078 3.00924264149297 0.516292750137534
2.42861644253896 3.19628539513186 0.567213241434457
3.86640377207113 3.34847227470956 0.607852668891122
1.11152541843735 5.67290367637002 0.627907993655214
2.84654981930802 5.22814768094015 0.480758617275507
4.01025268448412 5.57756330924815 0.541766553008439
1.21567474663769 7.95693625403299 0.610295624278106
2.84191455123053 7.33403988231997 0.651455024990225
3.35093902253617 7.86021030254664 0.532723326802546
1.22354578566015 3.18643459195936 1.06901311228232
2.70436257793537 3.36463785723592 1.03375612242553
4.56577171606145 3.19741256942424 0.939916765280346
1.27800910031577 5.4411296321087 0.972887489823225
2.62247163877076 5.41503685963701 0.985057800936435
4.58111484375664 5.29102762896053 1.23134945593879
1.26958152588597 7.90905677406997 1.0555382710584
2.765683994142 7.74456290136267 1.09019405301723
3.44260599164195 7.90108833244362 1.03307515537029
1.50295181736012 3.17910587251282 1.53117763306346
2.91646593649292 3.11002556587709 1.40910057498923
2.98028417745619 3.13170606974055 1.34954990266649
1.49102591986554 5.43726248835275 1.44284720869466
2.21636013416844 5.45236583480121 1.65028591110213
2.83423976690103 6.01167836115426 1.39277795324903
1.44941303338362 7.4358155219249 1.36272041267475
2.54463585726954 7.73464314351643 1.63335539339913
4.11731723060262 7.45355730467349 1.6530355783337
1.59631532300951 3.07849152082288 0.619181188935811
1.84750384718401 3.46850068823092 0.463582764674422
2.61308647670369 3.31539754470703 0.65494526421131
1.41261564560169 5.24191556934955 0.565032009888417
2.38467023810621 5.60671742353472 0.530115116353059
2.30050484347533 5.54795829449102 0.53407774092571
1.13880747273656 7.77797237152926 0.585213744252473
2.84601367486924 7.67219787222677 0.521295243768759
3.80032952862647 7.64977087507508 0.535590853066283
1.15312760031103 3.18532041953287 0.943932857075488
2.18586473546928 3.1379925744485 0.858370749400817
2.02827869896252 3.40825029856404 0.924846289747729
1.43738135388878 5.42476278739934 1.0316835280077
3.48666670789164 5.20470903054156 0.945196941878398
3.52999340991427 5.75293141822717 1.05528135810361
1.1055884092743 7.76795179414552 0.968267955890356
2.49400561954464 7.81218031976967 1.00460889571288
3.17745033599164 7.92711680330955 1.04164431305574
1.64217023495838 3.28014560382743 1.5252683229249
3.53526694022112 2.99366319595855 1.48198544077037
2.72596119494705 3.30079049468681 1.5141797839469
0.975877469148814 5.71558688776962 1.51108435633483
3.62519067967022 5.14985072431815 1.40808531255401
3.65235986824445 5.43630216890508 1.51788719607307
1.09997758947606 8.22057511962208 1.57380322512627
2.30494929490439 8.1611747201614 1.52554278425385
2.83659073624803 7.84807620740033 1.49558242117061
1.16194060125412 3.21433145813706 0.570035018781398
2.92935110607044 3.10619221870271 0.486201721698496
3.82658307853897 3.27009953930524 0.630568556900659
1.15729151597367 5.68978297065566 0.66296795596405
3.1037934223622 5.36392110797229 0.614698553230624
3.71524751472042 5.65451677221712 0.61060464307463
1.56360430406459 7.60527626396951 0.594709094196737
2.60175337730693 7.81443437725656 0.590342878296277
3.7064126940954 7.84291876011533 0.591167011652115
1.43685390650234 3.02822680387129 0.867286235672646
2.07364279868631 3.37348648339691 1.24937882691517
3.44691122771069 3.18452972342962 0.956429690433072
1.24546232388539 5.53931930747872 1.04878489206123
2.85143721184846 5.45206146525046 0.938966458017836
2.75505543120464 5.23581120601877 0.934861785161711
1.22789820234935 7.92767434882193 1.0632813229807
2.36912509312504 7.75845262231863 1.08115124311739
2.9618330304687 7.72092096686667 1.10632714024105
1.34842902198777 3.13284215258102 1.48981115436713
2.89113440086342 3.14158328998487 1.52564980482484
2.8118511599251 3.54605701269469 1.62775825496103
1.33807190068868 5.64383681559027 1.6765130794501
1.90576200177088 5.43447673577556 1.7182683151554
3.32231545393324 5.44518305173212 1.49948336398079
1.06460031116626 8.02041155593802 1.44678677677662
2.34843935773449 7.99033517288258 1.65462620944482
4.45597299423938 7.75923515701131 1.28588341513622
1.3443802243465 3.19242732396302 0.515628254201872
2.87262071051261 3.27476978167548 0.600465271851296
3.83699619008204 3.29899741410559 0.540975065021625
1.34914567256396 5.64925533179912 0.578958334428201
1.88446730536479 5.87689320335273 0.648374578945387
4.03277473412267 5.55161154540317 0.609771621655102
1.01771969211393 8.00363368578779 0.650369923359639
2.45837553273001 7.83987016678326 0.571015105451642
4.58596308761249 7.82487019033775 0.522360604410693
1.3500940995032 3.24575651762818 0.948344227955085
2.19412460519244 3.27911766849073 1.15984626768663
3.73999442595536 3.11028055719641 0.919209795148869
1.27191230487959 5.48236930364534 0.933282631871418
2.46346410135379 5.78723951326239 1.22718377441281
4.86428738984541 5.32497092724573 0.91835242134953
1.48315179025465 7.21599536684389 1.0118984108487
2.03783396811871 7.74788887925698 0.964930395324015
4.89508545104735 7.81021092511366 1.09893823592004
0.896196525259782 3.39374623559868 1.57137655469058
2.34901269162724 3.26117821335574 1.47027948637086
3.45410578207205 3.38019796838408 1.33984883825572
1.15159467456262 5.46897561701159 1.31378758048502
1.73419198556849 5.65884101400517 1.59110001448947
2.6577883584576 5.54951833427204 1.16470061080327
1.33160999575778 7.75658240683586 1.50437017306886
2.4543800976161 7.84170965240285 1.66985484755393
4.90608001086354 7.80247764953127 1.79062703963878
