"user.self" "sys.self" "elapsed" "user.child" "sys.child"
61.952 2.092 1576.543 2898.36 20.62
83.196 2.428 1994.791 3665.54 23.464
98.908 2.616 2093.972 3826.8 24.448
75.356 2.424 1909.989 3516.968 21.724
213.788 3.84 3105.966 5539.56 32.84
83.664 2.532 2518.09 4672.524 25.38
50.872 1.948 1928.873 3594.744 19.04
50.776 1.792 1943.04 3622.808 18.244
76.116 2.16 1529.442 2783.9 19.1
60.772 1.896 1649.839 3042.692 19.372
107.396 2.68 2132.88 3892.344 25.64
37.972 1.74 1412.677 2629.22 16.008
172.308 3.296 2716.277 4874.36 28.272
59.264 1.876 1890.075 3501.336 18.528
52.376 1.712 1823.741 3385.192 17.82
74.904 2.324 2531.615 4713.004 24.628
78.072 2.38 1649.88 3011.128 21.26
61.284 2.212 1687.08 3113.396 20.492
88.916 3.044 2273.708 4179.344 27.82
51.924 1.844 1648.706 3059.524 19.212
86.656 2.508 2085.032 3813.972 22.212
90.784 2.52 2275.378 4168.852 23.316
80.044 2.732 2491.834 4635.856 25.428
58.752 2.116 2113.83 3924.084 20.836
129.76 2.864 1899.203 3368.128 23.812
47.576 1.828 1471.996 2718.512 17.232
108.672 2.56 1967.535 3549.288 22.872
60.304 2.124 1744.693 3219.896 20.468
85.032 2.46 1932.75 3538.548 20.932
68.524 2.36 1940.507 3587.916 20.404
41.228 1.592 1453.52 2704.204 14.616
35.044 1.504 1320.555 2452.752 13.54
