"t_split_1" "M" "theta"
1.73114570392926 0.580653540137057 2.95176228292088
2.75327784222355 0.631711848551449 3.23853330638519
3.76461158440125 0.612348780822557 3.3299818453889
1.18311815155472 1.06422886691547 3.38763989446433
2.2238811541953 0.974965659558523 3.20596133607228
2.69334326929433 1.025706347691 3.23671607115513
0.739545240472502 1.69680805198779 3.5763427147294
4.08313924495321 1.61837643575192 3.23029392872898
3.8342020570582 1.56969527625557 3.2776676422068
0.867485073955327 0.605066742069793 5.65475189272246
2.7075458648685 0.51637292958686 5.43875362610106
3.10467653150685 0.47340210242115 5.39419084943384
1.51286337579106 0.9958497546515 5.27415311960621
2.34218659735136 1.11651112624339 5.76165436123526
5 0.987853017379701 5.23703371164031
1.54952711124512 1.4815424819301 5.3836435485728
1.9531172371653 1.45537338081693 5.58833981063474
2.93906680224144 1.37854127331832 5.24299460677002
1.17840866346311 0.483711598877515 8.0216020974044
2.84522302793041 0.492969096148416 7.48480587914368
4.21203618584987 0.685635595568318 7.87155332204786
1.20485890668958 1.15685880621714 8.00872968743528
2.68345301839756 0.994211590952612 7.6564365477286
2.37338778872538 1.05178249046435 8.12369283165567
1.27108547433018 1.58702131207508 7.74372781879222
2.41064077903894 1.37183118948324 7.8679615073431
3.03260067112662 1.42746199961976 7.91943628264449
1.05103500707419 0.636494552492875 3.3253297748563
3.19347176085705 0.571951733138874 3.234680206527
3.93398694484504 0.58294300698352 3.14152107820139
1.16425163584432 1.04653022910817 3.2407118102979
4.10965472618302 1.02502883041105 2.99099040263115
5 1.10532377289236 3.26913825619039
1.13758469993698 1.49247665972033 3.38578486815615
3.56573855521308 1.49683029013514 3.19560377585385
5 1.64743953815721 3.30625727718985
1.30028257224124 0.598342378312369 5.3712866968753
2.40580399495073 0.544375005248613 5.72564255533469
3.66455719277134 0.581382232252644 5.35734885272696
1.27361956631707 0.999458415294584 5.61402875292144
2.01932045321935 1.0045508999183 5.78040008490855
3.57249471363094 1.03488715544999 5.38685185023431
1.2993999811027 1.44953925490533 5.50099377168051
2.95512849935761 1.34741762045418 5.65994469721528
3.31132931712224 1.57239159741308 5.52036425926922
1.11294801890168 0.503173501850416 8.00064588256777
2.56676758488149 0.541322211732338 7.6299684020302
4.63669836569074 0.470472679367385 7.46665079961916
1.52679387592573 1.0100348494674 7.50891874626526
2.71115067646604 0.955774506836696 7.6235565444256
4.61061476714721 1.0852855165397 7.64488876330318
1.35579391037434 1.32587530112505 7.6629183867492
2.74589394977757 1.72342279209039 7.85489348047592
4.29267422850506 1.74921191206291 7.94854428318247
