"user.self" "sys.self" "elapsed" "user.child" "sys.child"
19.9 1.5 396.155000000001 700.392 13.056
18.836 1.616 483.058999999999 861.664 14.36
18.344 1.308 346.75 603.3 12.108
22.98 1.672 728.114 1328.18 14.672
29.884 1.844 571.724 1015.96 15.136
38.352 2.036 754.169 1349.648 18.668
27.896 1.48 676.659 1212.056 12.824
44.276 2.228 1058.437 1921.288 19.124
24.06 1.388 446.572 782.228 13.6
33.632 2.02 637.387000000001 1128.144 17.96
26.712 1.32 353.089 603.052 12.384
16.304 1.428 601.822 1094.072 12.504
21.92 1.576 500.709000000001 898.316 14.116
16.596 1.344 368.999000000002 643.156 12.632
36.904 1.828 778.1 1391.136 15.576
37.172 1.732 924.189999999999 1677.256 15.9
42.888 2.208 556.344000000001 954.684 19.896
42.852 2.312 617.615 1075.948 19.796
40.056 2 738.521000000001 1316.964 17.404
32.084 1.468 358.978000000001 596.364 12.76
33.8 1.892 610.863000000001 1085.148 16.424
30.528 1.84 607.535 1088.964 15.876
40.54 1.836 747.455 1330.432 14.716
23.608 1.484 712.808000000001 1315.628 12.192
27.4 1.704 481.217000000001 847.18 15.348
21.144 1.416 424.071 755.212 13.212
31.896 1.412 351.498000000001 593.66 12.092
25.336 1.436 340.248 584.072 12.088
24.168 1.38 453.314 811.592 13.468
24.724 1.328 331.155999999999 572.088 11.932
21.068 1.284 508.126 922.056 10.848
26.332 1.388 589.294 1089.012 11.836
