"user.self" "sys.self" "elapsed" "user.child" "sys.child"
7.752 1.256 202.099 350.748 10.952
16.388 1.76 303.193 523.584 15.984
8.644 1.3 246.063 436.56 12.348
17.532 1.76 331.402 574.08 16.532
9.956 1.372 297.272 527.588 13.696
9.724 1.404 326.311 574.672 14.336
7.828 1.136 268.827 483.04 12.132
8.056 1.204 330.63 598.084 13.344
7.22 1.228 338.297 612.668 12.804
10.204 1.448 227.76 394.696 12.228
8.696 1.348 240.895 423.932 12.572
6.804 1.124 212.961 377.672 10.832
7.44 1.144 233.21 413.368 11.488
7.196 1.08 243.505 431.212 11.168
11.072 1.38 309.107 549.152 14.192
7.152 1.164 272.587 486.98 12.18
8.888 1.432 370.047 669.108 15.092
7.584 1.14 322.87 582.792 12.556
10.404 1.34 233.103 410.008 12.176
14.236 1.712 307.682 536.472 15.768
10.304 1.352 251.591 441.544 12.792
6.928 1.18 233.238 411.036 11.356
11.212 1.388 307.015 543.268 14.472
11.628 1.56 348.942 624.12 15.688
9.224 1.212 303.787 542.072 13.536
14.044 1.696 420.957 752.916 17.292
6.18 0.984 278.46 505.016 11.28
21.908 2.036 317.854 534.588 17.62
9.896 1.384 245.297 425.624 12.98
15.3 1.744 305.333 533.364 16.092
9.54 1.304 263.144 462.812 13.064
9.612 1.252 293.329 521.18 13.424
10.904 1.456 304.28 540.172 14.264
8.804 1.32 288.354 506.868 12.808
9.264 1.476 361.047 646.612 13.884
6.864 1.132 325.201 581.988 12.292
7.856 1.044 190.682 334.252 10.864
11.3 1.496 255.68 444.976 13.704
6.508 1.128 202.068 351.476 10.6
7.608 1.316 244.022 429.544 11.716
8.196 1.216 260.459 461.72 12.108
7.236 1.152 257.768 461.556 11.352
10.18 1.46 308.432 548.544 13.636
7.132 1.248 293.594 532.188 12.12
7.596 1.336 328.197 589.92 12.684
9.04 1.34 231.591 403.976 12.184
9.536 1.352 236.579 416.336 12.132
7.732 1.232 226.747 390.832 11.224
13.92 1.66 305.883 536.54 15.564
6.844 1.244 258.899 461.124 11.972
14.596 1.712 361.839 637.32 16.912
7.224 1.248 272.798 489.424 11.7
12.912 1.604 393.565 705.884 15.728
10.612 1.408 358.004 639.456 14.028
13.912 1.56 252.759 436.832 14.172
11.58 1.492 258.168 451.256 13.68
7.48 1.172 228.84 405.588 11.472
6.564 1.116 220.449 392.812 10.98
7.38 1.196 267.305 477.54 12.24
8.592 1.108 279.878 498.268 12.152
20.252 1.86 423.894 745.804 18.572
9.044 1.316 375.367 677.656 14.204
11.632 1.496 394.191 707.528 15.16
8.14 1.248 204.915 359.02 11.068
7.272 1.14 211.504 371.532 11.124
8.464 1.152 225.42 397.092 11.332
9.172 1.328 262.775 463.74 13.012
8.268 1.308 281.945 499.66 13.32
16.764 1.864 376.405 663.3 18.084
6.764 1.036 263.106 472.716 11.844
11.408 1.528 369.707 662.264 15.06
8.24 1.328 360.318 649.428 14.076
7.948 1.272 204.311 359.924 11.58
6.304 1.112 211.303 371.512 11.16
7.948 1.236 239.173 421.884 11.968
7.352 1.156 240.727 425.272 11.368
15.664 1.944 382.705 675.224 18.452
12.312 1.504 322.255 569.1 14.732
10.196 1.392 319.179 569.8 14.264
8.196 1.428 354.444 638.88 14.06
7.776 1.28 331.635 596.672 13.104
12.668 1.476 247.716 428.02 13.616
7.22 1.152 214.057 375.44 11.284
10.5 1.428 264.207 464.62 13.416
8.18 1.22 248.321 441.492 12.516
5.992 1.104 239.958 430.644 11.248
8.708 1.416 316.447 565.152 14.124
8.176 1.228 273.313 487.532 12.432
10.572 1.432 370.228 666.312 14.444
8.492 1.144 338.903 602.008 12.24
6.916 1.164 188.8 328.1 10.292
8.608 1.244 230.133 402.856 12.008
10.316 1.448 264.53 463.492 13.824
21 1.928 354.973 614.144 17.988
12.504 1.54 324.481 577.68 15.156
10.888 1.488 307.04 546.264 14.16
7.356 1.184 261.98 472.956 11.696
11.8 1.408 332.029 594.832 14.108
9.268 1.136 318.638 577.016 12.46
15.612 1.844 279.186 482.504 16.136
8.664 1.28 226.44 400.664 12.14
7.636 1.16 233.092 414.88 11.656
10.576 1.268 252.705 448.58 12.968
10.64 1.3 264.768 472.332 12.772
6.272 1.04 241.096 433.932 11.004
8.98 1.268 270.744 489.156 12.56
9.528 1.244 274.994 496.612 12.32
10.336 1.272 298.219 545.644 12.62
