"tau" "theta" "m"
1.34890966578068 2.98790951448705 0.529132076780654
2.2144796000892 3.23926929564994 0.558341593436477
4.27344136576016 3.30256489077218 0.611515336911108
1.25891536430604 5.56766706168457 0.631613725926114
3.46026527994329 5.02642859014334 0.476329827414153
4.178529496895 5.56266729113255 0.544371474692757
1.10780363632263 8.09872215927337 0.615628544657775
2.58878472170417 7.55043072158802 0.667617490431486
3.84064362793294 7.752282421709 0.531497539034021
1.18671933389012 3.18664663290488 1.05341326040612
2.54053927201552 3.35034746745692 1.0165702999477
4.4298909711705 3.23330710411009 0.95914478963362
1.38842241483437 5.338270486491 0.985847193237378
2.67825134322011 5.4448912445005 1.00332974695549
4.08289862987865 5.29731873467401 1.19903216424396
1.26698926629999 7.88798895378601 1.06035577284458
2.38546017019589 7.86723831114723 1.0609157385608
3.59065750571459 7.79984633679829 1.02458765504663
1.75624412309633 3.10740847604325 1.52182257558748
3.86784204591046 3.04862942713407 1.38442416302978
3.14911024918103 3.12661888853992 1.40521684987079
1.43009179826848 5.45225014662326 1.39608938710628
2.32456267143241 5.40537583959806 1.64605758316002
4.06755293549454 5.73332741489991 1.44287629031068
1.42750260581262 7.48985205306646 1.39882585255764
2.5705651430898 7.70866893843011 1.58667837675479
2.80485780488104 7.74435932689448 1.73932908841657
1.56493711065145 3.10792243103785 0.629031654861015
2.14494282175557 3.35762044494936 0.473217212492417
3.13994128483223 3.2510764701822 0.664310648120935
1.4061501309941 5.25717554814509 0.546566163903346
2.66085324069992 5.46693821361193 0.531027072044498
2.30221827812885 5.48918620061569 0.524236285695145
1.17647108762241 7.67409795071795 0.577475897501711
3.52536149091817 7.30541232569855 0.523699771731052
3.01750950653775 7.97559522156975 0.547633852367769
1.18532269379463 3.17061243566628 0.940976371864553
2.15841943316587 3.18412136961859 0.855332506014741
2.21537881563123 3.37702999142568 0.940601099255507
1.31133795137547 5.48180129424218 1.05344890950894
2.93714878615271 5.29652797924994 0.972999815414917
4.38640204709254 5.56802828787546 1.00703396572599
1.24511910813092 7.58380678158215 0.953854030883939
2.23361777033009 7.92720434860488 0.970676028727251
3.76543563339151 7.76101142695889 1.04680257467974
1.93105334406263 3.22537047897509 1.55570753142107
3.44042769024064 3.02559839181256 1.56290913936782
3.10353897786871 3.28331628440813 1.58956248455095
1.15888536252436 5.4357855090234 1.41945542864882
3.07432682302318 5.19334103783406 1.47747066272555
3.56915052964314 5.40308559896726 1.46068250727437
1.21878303773836 8.1011397039563 1.51274497197416
2.65963711388916 8.02745467293088 1.50136647211444
3.18291448390042 7.77133251765818 1.59573022653909
1.17591218090973 3.20762030911897 0.569803839730082
2.88893533552227 3.08965015079201 0.482736440142753
4.00804922825247 3.25811330615265 0.628397610760241
1.0819607815721 5.78328365112473 0.668584980766156
3.10417514045865 5.37570174117688 0.608644365705808
4.90380674659945 5.54033285055557 0.606441626345974
1.47471779157561 7.68102829739975 0.587525320746715
2.58065583173763 7.7967713707818 0.591843554116818
3.40175815221919 7.97601091451825 0.613391459090126
1.689944299923 2.93951166308309 0.876988485479374
1.98345140831636 3.3809143109695 1.22501173221036
4.34510305739691 3.14497352689453 0.963946068495724
1.13828263796925 5.62024068404982 1.1025247694206
2.85904796457634 5.45989324576618 0.937098124028216
2.8382481635558 5.19032968097566 0.934615489304093
1.21100808196989 7.94428996492053 1.04491489009573
2.69167196015939 7.67323276133336 1.08513533151875
2.50998083450174 7.90122696966071 1.1296459711479
1.44831091878748 3.09050722868743 1.52172168069805
2.31259062129853 3.26341067121992 1.5911087580456
2.82987750645644 3.5553455464883 1.64890533406123
1.26021752463503 5.71496268052728 1.69558699376613
2.30961602525552 5.31779277473764 1.66093483302434
2.87368053419992 5.48735232851681 1.5407350479569
1.11341421329774 8.04319070037026 1.48490278641577
2.87329574307349 7.85171892469134 1.7252629504965
3.27145726667037 7.87699889734779 1.29828058383168
1.4207846887138 3.1424136599934 0.519232089924145
2.82580619078486 3.2897768465322 0.620334754827062
4.46080072394284 3.2317313118046 0.538790463257917
1.22759205880515 5.76647983180113 0.595931662839169
2.10489569450404 5.78319429593393 0.631660296755711
3.67051176149289 5.56132283713216 0.58965478387742
1.05669817045631 7.94651303319545 0.654504084806998
2.46246645866884 7.7868825371356 0.550052603227488
4.19594291223792 7.87335446572182 0.521543068003143
1.36465530472292 3.22765338751411 0.936678429581047
2.71124811239679 3.1936846415256 1.19238206076496
3.86790123102399 3.10075463852015 0.940002725589561
1.40413359125358 5.37249619106375 0.937657824144011
3.16394917654578 5.65909630969362 1.21447937793839
4.53675974136454 5.38766009210809 0.930703779643933
1.2139926318362 7.48612073985024 1.04777979831477
2.24373190626377 7.6530467561444 0.967670984577766
4.47913669774255 7.90153479697851 1.11327949457867
0.674992361954066 3.59561535616142 1.63036338668719
2.5459697919424 3.25184610394189 1.45396603561022
4.38942105731098 3.35665918574664 1.29741712567077
1.21120033986175 5.44449251879996 1.2915481757869
1.73991414117353 5.65770106994514 1.60944515232481
3.28559138252854 5.4323377718939 1.13583533834077
1.01376278485194 8.15528750628038 1.53137239004993
2.10790003776077 7.97067968899012 1.72290765772891
4.28412934633714 7.9365941129145 1.83352677185784
