"theta" "tau" "m" "q" "s1" "s2"
7.12125377084397 5.336387607852 1.59206584336456 3.4076938366075 3.66649658022758 2.52671928505365
12.437178980054 2.33795173617517 1.66242898619706 3.35089904070279 1.65604461916344 5.65504543777361
7.29855158319844 11.118365469623 1.34901889061987 3.31919306080659 3.52200070170955 1.45272829631869
13.987474954358 3.29408939165601 1.82467338203101 3.06356813625615 0.629682633800077 6.14397557867001
7.62329046977438 0.254568742953707 4.38705143263412 1.97672051507255 0.458936176219855 4.72395833954078
15.4183791138111 0.281079746862776 4.66384553722514 2.00102425470063 0.303990134129552 4.77868305246753
7.03068461242939 1.67048641897257 3.60970478435681 3.30036612824283 0.927405433357385 4.29979937431445
12.9068402477485 1.00582321948016 3.79556411806564 3.03848845924929 0.746763805559412 4.54806292559571
7.5695806253743 15.3789698290767 1.54187316049224 6.96765273788994 4.74384661495184 5.58076409071798
13.4296503192074 0.976057645243672 2.08466150988884 5.2062728464785 0.793159618673584 6.91999227833033
7.0589956436306 3.13628118236712 1.74336714523497 6.68077489435248 1.00609466637159 5.69821129701491
14.1818480761266 0.80951995057518 1.88833710222424 4.5853799939641 0.727364753719982 5.06027183692231
7.92546531888321 1.45368296991007 3.51259261689926 4.92545861653652 0.845399512496942 5.38357504493074
15.0063680433559 0.38260810464237 4.06889815106936 3.95655862901597 0.269361128714594 5.98775770022749
6.87683493299485 1.76888329761537 2.85375535725468 6.36400300302176 1.29265561908774 4.63393152650807
14.3404967540686 0.728749503446229 3.98736871120497 5.29037907740229 0.926279793678783 4.1131542302166
7.98922277862293 6.14000219583519 1.65646767676774 2.86213616829779 2.84485643336167 7.64186812213803
15.2829624365967 5.20703126524752 1.83874100103797 2.81154276995241 2.49581743723003 7.61736887416566
15.6216135788462 0.0589885215654456 1.95221377146024 0.989284452644833 0.0933465466818647 2.45798981913853
13.3468608980384 5.39867788018823 1.57640930275555 3.3512010693368 2.77752403625775 3.03523115286717
7.84416120035686 1.70362040577485 3.64579314393294 2.90303191885056 0.469474989319661 9.37969763789719
13.1076387744832 3.47878820082065 3.21120152985078 3.26157622177175 3.42847134295283 5.23595612631461
7.27181659162805 5.42913963159146 3.36593677987922 3.21915222115522 2.17532462135159 4.92950019120306
14.7088238934922 4.62463655311354 3.35260739128729 2.75931642615484 1.33667243961133 5.80048353987153
6.93146032806356 0.459088417251976 2.40409068705865 4.01374235463505 0.275596002883858 10
13.5186055783497 5.16423548764827 1.69773655788121 6.47790358754047 2.74307858667755 10
7.28926899576448 2.08240400916997 1.72118182442938 5.2656945603184 1.05122052956232 7.39341025228982
13.8649465566803 1.73537959549114 1.73154643717626 5.44731046483084 0.761169879520521 7.24988796658267
7.79900182154988 2.0447142197448 3.54555036748084 5.26033771010751 1.19181963672184 8.51633910333693
12.6623491019791 1.28362064423004 3.21487307874351 5.52302184874066 0.94278759747351 9.3948255656476
6.54521133310712 1.51108958810282 3.25657524718254 6.77053791109525 0.958441838671924 6.76347597447124
13.3178820109473 0.425703137018947 4.85316221365887 4.83435769704275 0.252436986910372 7.17944437869711
6.44350573672236 4.67979321921992 1.46476917273553 3.58537517413883 2.65304801406287 8.23415085516766
18.2777941698594 0.383094457101469 3.2635257706705 1.70629431587274 0.204497029332377 5.01841664677456
7.45372685430614 0.810370602896049 2.08608685180393 2.52055743437 0.708132375173789 4.39274311677139
13.5523061945204 4.05317882357405 1.84376417684026 3.46183989436561 0.909750534927335 6.60769449150054
7.47510754903706 0.321083243981765 4.57486492440935 2.09218711704404 0.282250396837201 5.64949499146409
13.093058535391 2.84651488991961 3.40034476947958 3.39502824145971 1.61618306497276 7.0585189352133
7.35498357905082 4.31469213682031 3.42474914158863 3.03895316051099 1.35752300856317 4.79143824996674
16.266180823235 0.277690844267221 4.52337950368514 2.01986765996482 0.292417318773133 3.63519892886348
6.45479748336831 2.97196963642634 1.51726329492442 6.66385204610524 1.67513783640793 9.34669930646801
14.6714392602837 0.802051133570463 1.87186129175811 4.1098930931371 0.453103070408643 7.48539800228054
6.27315235193008 2.65527258254239 1.70785457919903 7.04046292355205 1.64599661855342 6.32054623896807
13.5150620886739 2.73680377693878 1.76823494556147 5.6885224506891 1.22842386700434 6.42435260510781
7.36571760350728 0.691472594187703 3.85915275807673 5.02158232580831 0.660867656152229 6.92625418046539
13.8753271237071 0.817874858774214 3.31442073597507 4.70227391831507 0.459581628439777 7.94823092383483
7.09323732775733 1.15525817410982 3.48494421625182 5.22243071131385 0.925133333882776 5.13929190271447
12.89571743795 2.06739593554169 3.39647465424386 6.71438441438751 1.01200938040261 5.9300335942805
6.96996224286035 5.78137191688732 1.7415218225866 3.79537958857398 4.01787772897151 10
13.5877659348593 4.97684765048986 1.64871220314238 3.21033514192789 4.75239870024436 8.54284363689828
6.92249218021341 6.03121001062209 1.62261158681129 3.6510101649666 2.24574432017751 7.55210761638841
12.9664111185843 5.06392164072264 1.90746420872642 3.29537850145816 1.99669657595804 7.8556681141704
7.90948115163609 5.09977374709819 3.45696141204685 2.9735896829287 4.28060148312064 7.00196463865173
13.5042114694035 5.48988754754244 2.97721668677073 3.14732288965798 6.536581130169 5.29338686132492
8.97187962243835 1.91830409939691 4.10381109252188 2.35204563079199 0.320163938608438 8.78489560386546
12.9701992106887 3.9824110279516 3.1567423343965 3.11374463760971 1.21532308930597 10
7.09484728250809 3.05662128822901 1.69093387798264 5.94687867344808 3.19826147501622 10
13.6023386462501 2.63269979550266 1.57337261238076 6.04380544996453 1.67092444699192 10
6.96956527340677 0.873906495607047 1.97193134534862 5.0079700686439 0.603424493801458 8.12385884593142
13.2094422374841 1.26084462986398 1.7417358925418 4.97906075880333 0.617241479466494 8.71151608764665
8.09408127189483 0.831534501184143 4.15591986509359 3.63175361369505 0.507247702392613 10
14.018478682796 0.841877500098578 3.70579219087674 4.8720775730912 0.52605325421542 10
7.69865846028089 0.448816977811552 4.13591287734653 3.67478305446936 0.299734723499414 7.18949681349206
12.7766071448913 1.22728782003647 3.2425169115438 5.32612332713313 0.7965239579213 8.13390409360155
