"init.user" "init.system" "init.elapsed" "ref.user" "ref.system" "ref.elapsed"
305.152 0.568 1112.096 1201.228 3.416 4989.484
256.568 0.508 1048.024 1727.82 4.252 8554.934
347.54 0.62 1136.806 1151.016 3.84 4480.918
285.692 0.528 1094.775 1642.736 4.308 7085.246
354.156 0.492 1126.145 1356.744 3.904 5900.469
270.82 0.472 1092.967 1278.112 3.428 7296.783
385.464 0.5 1154.724 1269.584 3.652 4525.128
345.904 0.508 1138.625 1473.32 4.54 7627.913
271.768 0.456 1075.608 2022.024 5.212 8536.276
270.368 0.424 1092.867 1255.288 3.584 7136.186
259.4 0.496 1095.148 1215.276 3.3 5031.353
296.776 0.504 1117.549 1265.544 3.444 6507.11
300.596 0.46 1107.367 1237.588 3.384 5285.71
309.44 0.508 1123.981 837.44 2.744 4965.349
263.76 0.432 1079.733 1535.264 4.344 6305.733
388.88 0.46 1195.126 1308.412 3.364 6440.575
300.092 0.52 1139.571 1090.52 3.388 5266.815
330.4 0.492 1159.734 1342.492 3.812 8115.303
329.516 0.568 1167.786 1474.584 4.008 5406.713
321.552 0.516 1152.163 1160.572 3.252 5124.471
307.98 0.536 1147.774 1506.04 4.212 5777.974
309.14 0.492 1139.925 1961.096 4.512 9469.783
363.868 0.476 1214.684 2177.064 5.876 8356.112
361.16 0.468 1189.957 2195.888 5.9 9979.152
301.068 0.56 1148.152 1444.788 3.972 6532.018
261.8 0.528 1082.715 1973.932 4.684 11467.167
275.092 0.524 1103.895 1385.692 3.628 5878.455
324.3 0.576 1169.802 1278.896 4.112 8236.701
331.04 0.556 1168.803 2081.376 4.608 8306.625
329.572 0.48 1187.092 1808.876 3.988 9556.93
384.504 0.564 1244.11 1272.128 3.256 4881.54
321.1 0.576 1160.679 905.46 2.344 4833.461
290.26 0.548 1133.009 2715.152 6.22 10240.674
319.88 0.564 1163.216 1591.512 4.388 7491.774
352.64 0.492 1207.697 1171.036 3.412 4118.637
352.476 0.496 1193.406 1092.616 3.08 5112.04
337.464 0.524 1178.751 1279.704 4 5651.897
294.024 0.508 1125.126 1605.096 3.752 7310.799
381.292 0.468 1217.537 1508.72 4.544 5913.786
407.98 0.532 1245.721 1207.436 3.396 5467.114
297.328 0.56 1120.119 1417.944 3.652 6308.326
315.052 0.56 1151.114 1391.6 4.208 8197.085
278.268 0.532 1123.752 1011.264 2.9 4406.601
327.564 0.56 1162.709 1324.232 3.86 7798.17000000001
391.748 0.536 1225.283 1001.688 2.98 5069.35999999999
303.212 0.54 1161.393 1376.772 3.156 7002.765
400.892 0.452 1251.876 977.788 2.944 4167.377
326.252 0.54 1158.897 1374.6 3.692 6835.895
287.744 0.504 1136.834 1339.668 3.748 6357.157
255.084 0.56 1093.359 1735.936 4.228 9632.911
323.124 0.532 1171.497 2848.028 7.228 10767.363
338.904 0.572 1183.905 1999.22 5.172 9321.649
279.176 0.504 1108.82999999999 1352.476 3.764 6542.21
319.192 0.552 1158.533 2033.652 4.824 10419.854
375.08 0.532 1216.126 2104.992 5.616 7735.377
309.452 0.528 1141.99 2045.1 5.448 9873.836
289.944 0.564 1125.884 1221.148 3.344 6158.601
269.16 0.528 1121.354 1242.6 3.604 8392.13499999999
314.144 0.492 1145.804 1106.904 3.02 5084.08
279.532 0.48 1126.381 1469.404 3.98 8284.932
297 0.54 1150.411 1559.156 4.228 6906.498
325.832 0.56 1175.116 1146.3 3.496 6882.86
382.728 0.484 1218.309 921.38 2.824 4097.264
299.28 0.564 1126.543 969.696 3.096 5773.781
