"theta" "m12" "m21" "q" "s2" "tau"
3.11891032040233 3.62988742233918 3.2255436587863 7.5799545910934 0.327204677397014 4.87608678229405
6.20704572297509 3.36946376756415 3.00336935086208 7.26840503282474 0.848519962707231 3.28144472088491
3.3715521143407 1.59907152218675 1.7258258189585 3.69300394665124 1.96460125306692 1.14820261314621
6.65485217695375 1.81993152808013 1.68553258384657 3.44846367657724 1.25829173428242 3.65717850904176
3.25770341628234 3.5826303540607 1.33527456214792 3.43985432947638 1.97107523154872 2.03474237129338
6.49513728142041 3.58804534142048 1.35352301528763 3.62324451727674 1.88656559502138 1.67166396757875
3.51356920921396 1.66442100698475 3.5061032724147 3.47216528711331 1.13360298375376 2.40945776967746
6.80406939856991 1.7398305920164 3.25506227516513 3.24305302780973 1.50794171891301 1.89814756329787
3.45985789576453 3.39470056153939 3.23590812579812 3.45114903904798 1.64835602826422 1.32079740600507
7.44989940001437 3.29634470930565 3.92344677721585 2.99324661177 1.16026976028599 2.71304960066622
3.48597458822893 1.73268984631801 1.64413555399735 6.67988418059648 1.33059369428347 3.00195300899863
7.3157896878581 1.65342450386045 1.94921211747441 6.17321288757666 1.28140776540217 2.83599906052497
3.01698114400038 3.56264969316689 1.51926618603889 7.64601736087826 1.24857900048557 4.84291889571651
7.43119516823957 3.07198757943162 1.99922509296927 5.95873702330618 0.938099301376367 3.53494325883601
3.4661861472118 1.65700206648665 3.55366999641892 6.56746853085608 1.60641078371254 2.81853957532
6.55108999752444 1.7950149774088 3.32989618179554 7.19282775091462 1.39532311664613 2.48226759573955
3.50932675244077 3.62135585600863 3.0628588788402 5.95708941142556 1.54023973201939 2.23190645427361
7.80936666814932 3.07438353088536 4.03672471421859 5.58012513818375 0.806370418341343 3.87182895729697
