"user.self" "sys.self" "elapsed" "user.child" "sys.child"
26.328 1.812 4640.462 8693.344 19.024
83.624 3.568 10867.029 20316.584 42.56
28.064 2.104 5310.406 9945.644 20.76
16.996 1.34 4677.217 8697.508 17.684
16.232 1.36 3585.219 6656.472 14.968
19.088 1.568 4766.873 8885.82 18.624
17.172 1.54 3973.544 7428.376 15.684
18.912 1.484 5090.722 9442.724 18.408
25.552 1.672 5541.052 10399.604 19.656
18.252 1.64 5867.513 10948.516 20.688
22.524 1.732 5170.457 9652.728 18.736
27.14 1.68 6776.566 12731.176 23.252
12.768 1.356 3967.462 7386.328 14.632
15.2 1.472 5262.337 9858.736 18.904
11.116 1.244 4505.071 8395.804 14.5
14.412 1.396 5835.158 10886.98 17.884
22.92 1.736 4613.283 8557.668 18.924
25.916 1.872 6715.297 12547.16 24.86
46.672 2.396 6329.559 11847.072 25.064
37.416 2.32 7454.832 13947.188 28.18
41.296 2.456 5889.889 11003.612 24.292
39.164 2.436 8236.209 15508.18 30.96
14.28 1.444 3979.319 7396.376 14.796
22.212 1.7 5668.394 10563.632 20.812
58.272 3.516 10975.028 20696.764 35.336
16.62 1.316 5898.08 11009.1 19.576
14.72 1.44 4975.406 9306.544 16.652
26.4 1.592 7517.513 14080.684 24.24
16.476 1.428 4272.312 8016.668 15.736
14.868 1.5 5224.831 9738.272 18.36
16.844 1.636 5156.399 9669.24 17.356
15.68 1.448 6484.57 12078.684 20.688
27.904 1.868 5544.631 10413.224 20.832
24.452 1.692 6052.173 11310.76 23.396
30.74 1.972 5159.426 9629.196 20.804
19.848 1.568 6074.021 11393.236 21.416
31.884 2.128 5167.063 9648.6 21.4
43.112 2.224 7226.984 13488.216 27.076
20.056 1.604 4758.452 8896.336 18.38
32.924 2.076 8510.817 16012.204 27.264
34.6 1.968 6495.866 12228.624 22.364
25.464 1.696 7144.93 13369.9 23.056
19.312 1.652 5437.393 10170.356 17.492
20.792 1.648 7390.564 13846.792 23.272
15.536 1.444 4491.915 8406.676 15.6
27.788 2.084 7756.803 14580.452 25.484
14.104 1.268 5099.081 9580.672 15.704
17.088 1.336 6412.317 12013.728 19.492
31.708 1.852 5145.095 9656.228 19.612
21.096 1.524 6125.523 11553.048 21.816
34.18 2.172 6694.829 12629.228 23.604
29.616 1.732 6787.104 12726.008 23.824
17.632 1.392 3748.4 7002.14 16.044
23.268 1.636 5351.939 9965.56 20.156
18.792 1.468 4202.835 7839.48 16.668
16.448 1.228 5081.488 9492.428 17.752
26.484 1.772 6651.798 12587.52 20.42
31.644 2.048 8659.503 16477.704 27.344
29.128 2.044 8658.787 16585.528 21.448
20.212 1.536 7070.825 13404.364 21.584
11.728 1.176 3611.208 6788.856 13.608
12.952 1.26 4630.268 8765.616 16.404
13.06 1.312 4344.365 8240.336 14.308
10.348 1.104 4600.026 8723.548 14.924
