"tau" "m" "q" "s1" "s2" "theta"
5.57535180282363 1.52959732790407 3.61504830358747 7.80867423211949 0.524019761845168 7.10163260768358
0.26003092981151 1.8194770304626 2.25044897150895 0.472858956556338 3.59014776410717 8.13008191046612
3.95321389115589 3.93641387512665 2.91690498685785 2.75836734743656 2.9500791906137 7.65427246444483
0.313854923268665 3.90975438094971 2.15042459132374 0.303225236803788 3.658812893878 8.64445963052023
3.6968825053771 1.75723449733671 6.509943809306 3.47712985187513 3.20104238197119 6.93896587486707
6.24227196766681 1.51052018557201 6.65228053848351 1.43940494459997 7.67270499010926 6.85339094454173
1.9919999192709 4.02643813209357 6.67134381144231 1.0139397951221 6.13006434766564 7.36547427864904
2.87198730304847 3.44223367547649 5.24615990992579 0.540590945349932 6.88735005887811 8.23066735119298
6.41108746325086 1.86981465668736 3.2731291788693 4.04749168099297 7.29406913484466 7.73968341401578
3.49872812773901 1.67216792822634 2.97208155232222 0.594027856110652 10 7.39836247074425
3.84462879774767 2.85737736781729 3.46805031650098 7.16393255201731 1.56147445074452 6.57502936119576
7.91255609608005 3.11069218633381 3.55068341008665 4.31847667225153 3.824081410106 6.63723546250993
5.91688736374236 1.71837104026991 7.52337203981589 7.86545673795439 2.93635255109786 6.62076643601814
7.89359237767378 1.46925381459437 6.38617869547166 3.14602584987764 8.31862096598098 6.9769804539225
4.08426277744148 3.43634722701895 7.15043274574617 3.59979063343313 7.08001028990102 7.07956439868332
0.586979636219808 4.00568032679874 5.98097334752004 0.669484073775792 7.17790777177708 6.56735407157696
10.1100213637693 1.73236320305784 3.18171686306912 5.88704018652475 6.21633086158536 7.87997521914739
1.1173041424447 1.84225075431979 3.35184261512501 0.637719443013609 5.48470235711322 6.47746117946875
2.8952611116853 3.07134173239803 3.36226371118223 1.11607784656211 9.47321015697099 6.68168469313863
6.43433305306421 3.36940558242354 2.86403615008614 1.39372206417233 6.28286839806559 7.62447224687996
4.37828257553619 1.62812972474001 5.67820572054718 1.13000587817472 9.57539522358685 8.09694186849622
16.3155662990775 1.59271062668032 6.8542788622857 6.82044545260584 0.938283348565943 7.45344438758078
5.61694873614671 3.50750076815046 6.95880221353139 5.97844550001152 1.63449158132661 7.33222089002223
2.04025823936977 3.33090944783497 5.48234422200296 0.723811964637383 5.76228823487204 7.69358700033053
7.29093111586492 1.69861811781407 3.09120644613645 6.27691419826271 7.67270499010926 7.7685152687296
5.55462337131893 1.83731235099081 3.23686827410182 1.89522538336252 8.14260229668755 7.40329487454101
0.44750140343745 4.30798076200577 2.22704986196861 0.231505792807742 10 6.5655607882186
13.4197380848061 2.9423942346901 3.60293526528195 10 2.54166842199055 7.18378422941742
4.68432319558472 1.75555112255236 6.64961131547591 8.51864856552672 4.47354920184164 6.64887135156248
11.9385909760232 1.923218169679 6.87059899841055 6.26032508482541 5.09975150148931 7.39477962468278
6.0280542314138 2.96352895598819 7.15954458166063 7.38330284468902 6.7294018202804 6.77012898029305
7.87269014243934 2.87940726513585 6.60281722732779 4.7060292079252 5.50082310479008 6.73898443927747
12.121892565007 1.8834101984261 3.38484681445233 3.04200800884667 8.75939780470625 14.2958142073246
10.8921472191697 1.67270252362498 3.39521177248086 1.71869711339663 6.94239588616201 13.7998099300162
2.74096796430941 3.35581904359996 3.1430773038403 2.37044198241609 3.67253643768586 13.0407166618537
0.90524923990239 3.55942092033311 3.05342852824675 0.703134879352126 3.68809268670675 13.4351895563263
1.14091032599979 1.88707703853135 5.61906946238916 1.08062345348345 6.99374491752441 12.3469177759047
5.22626727949514 1.55465817819595 7.70095020846117 4.19771211745158 1.73998115205119 12.0073944540657
0.539017138572071 3.65535919520131 4.42650364741409 0.537905013687795 5.71496192570567 14.5784808184032
1.59521840046246 3.90628650806852 4.99792708554611 0.647876672676436 4.5888488258628 15.6290114456539
8.46894403638474 1.7596573232455 3.74887426311442 6.70093637467549 6.23018991866756 12.4878198671807
13.4565196454356 1.3938674385948 3.47756853764056 5.80258559739908 4.93081296981112 12.938623758314
4.51695291579056 3.55896940217707 2.75903188336787 3.82132673171906 4.75915499392459 14.6361573379363
0.460818986704384 3.44881425683165 2.31362944903054 0.290710704656897 5.82826823777152 13.0146831086773
8.01728014475945 1.5150193646607 7.8234313748603 7.15797448305513 3.78552137840942 12.783961405195
18.1145343624804 1.55801969048851 6.1222172616148 7.67270499010926 7.40145821657682 14.0333362755305
4.8666316075848 4.23856990152718 6.67277042164798 2.20418228128164 9.97142326861045 15.2382090618945
2.01704348403052 3.61065182087801 7.5699831461745 1.63479623771273 7.10082698908043 11.4928324868182
4.78437904698406 1.96086446810738 3.08539666118251 3.60111973958523 5.69204651283702 14.0516571212373
0.651701573124786 1.72005264259343 2.33878172490794 0.540028322779918 4.2482089692385 14.7400181175852
3.85412232006647 3.45576176400447 4.03256405203486 2.23379765029672 8.12446629147449 11.743787444145
1.63248787000066 3.91310184872234 2.96896769954185 0.870892801389577 4.08792460230403 14.2769221277361
4.43139419354163 1.71825263032455 6.17192140448442 3.58056114081652 6.10233145497954 13.2063252302305
2.08182679439818 1.76862414610773 5.33839006670325 0.435638175234306 6.50941168735787 15.0856987299946
2.67165665559653 3.99267310648807 6.45251193306729 1.57870340749225 6.84546770082626 13.9651249632559
1.29847178143182 3.22364891930578 5.17465800511097 0.844042448890327 4.65585121773902 14.0336977685645
4.80684394282122 1.63599586507515 3.40328300339565 5.0742788756023 7.32576135373639 13.2695073560433
4.25319800106293 1.5650449862704 3.87447249023228 7.56127469477476 1.55906069214808 11.6198492027659
8.03777042791095 2.81511394005976 3.60836493303731 7.83137309017578 7.65229262285983 13.2540376208688
8.49520963660404 2.96698931012771 2.99387146265962 2.70654540213257 10 14.4623309276841
0.708267323940465 2.35472063874744 3.90958251359453 0.322796629579303 10 15.7133563732055
2.43237443663692 1.54607960441668 5.32857433584522 0.764701587545991 10 13.0678562819416
0.84069977740066 4.191636339045 4.49548906705397 0.519287171715458 10 14.5640531869306
1.79218235686436 3.24187894642491 5.46293821070677 1.01345561521442 7.95338773903062 13.3354738187434
