"user.self" "sys.self" "elapsed" "user.child" "sys.child"
8.52 1.288 206.639 360.836 11.656
13.72 1.664 289.36 506.116 15.656
7.244 1.204 237.945 423.272 11.992
7.832 1.184 234.796 412.828 11.532
7.316 1.204 261.921 471.76 11.968
8.044 1.376 313.126 565.928 13.596
14.024 1.64 363.366 642.276 16
15.204 1.636 408.674 726.852 16.68
10.256 1.336 362.958 651.748 13.74
19.824 2.012 309.479 529.884 17.348
7.972 1.184 238.167 416.152 12.024
9.22 1.192 235.484 414.9 12.18
23.952 2.092 382.556 660.844 19.284
10.948 1.54 332.76 593.44 16.1
10.624 1.352 298.22 519.924 13.276
7.332 1.148 270.697 485.152 11.888
11.744 1.652 389.79 697.632 15.692
8.608 1.308 358.645 646.544 13.86
8.496 1.296 225.374 396.756 12.456
7.56 1.28 228.058 404.352 12.032
10.296 1.536 276.671 486.892 14.316
10.256 1.348 282.866 491.132 13.68
7.22 1.164 249.655 445.164 11.176
6.8 1.256 270.008 485.008 12.296
10.644 1.304 315.082 554.012 13.788
6.748 1.144 307.654 556.352 13.008
6.684 1.064 283.54 510.768 11.448
9.588 1.312 218.972 382.816 12.076
6.96 1.108 206.938 365.352 10.8
10.632 1.48 263.964 466.84 13.808
19.98 1.968 362.232 623.104 18.676
10.072 1.34 304.041 538.048 13.908
8.468 1.232 269.966 475.38 12.572
11.2 1.428 321.138 571.232 14.416
6.36 1.08 292.73 524.588 11.132
7.48 1.16 308.312 557.268 11.78
8.064 1.252 201.017 349.26 11.24
25.46 2.296 363.986 617.016 19.528
13.532 1.676 285.844 497.184 15.536
7.04 1.192 229.092 406.488 11.388
9.784 1.304 282.269 503.66 13.408
7.376 1.208 258.911 462.716 11.716
30.5 2.524 510.114 885.08 23.124
6.896 1.132 281.679 508.112 11.248
8.388 1.416 361.525 656.364 14.056
9.868 1.324 243.357 423.384 13.344
7.744 1.168 224.337 392.1 11.348
15.38 1.7 313.425 545.008 16.38
8 1.24 238.678 421.78 11.736
10.416 1.408 299.651 534.104 14.008
7.408 1.264 263.263 470.784 12.252
8.972 1.284 298.025 538.08 13.192
6.58 1.16 309.825 558.252 12.104
11.348 1.544 378.281 679.196 14.816
9.204 1.316 210.86 359.952 11.448
12.036 1.512 274.716 478.756 14.928
7.584 1.148 234.724 413.256 12.06
9.796 1.292 263.323 462.704 13.336
9.588 1.46 296.254 529.024 13.552
10.852 1.38 305.979 543.032 13.464
10.444 1.38 317.758 558.088 13.604
6.864 1.08 292.242 524.38 11.22
14.108 1.644 420.717 749.176 15.924
10.096 1.292 227.468 394.888 12.428
7.944 1.136 215.967 380.896 11.416
19.976 1.992 333.964 575.876 17.532
7.632 1.176 232.98 407.12 11.524
10.708 1.496 302.494 537.952 14.416
7.02 1.292 269.215 483.156 12.384
11.128 1.432 326.531 580.46 14.6
7.228 1.156 302.306 543.132 12.304
7.34 1.196 317.588 568.784 12.444
8.504 1.228 209.524 364.928 11.392
7.308 1.144 219.232 384.58 11.172
6.96 1.312 237.174 420.764 12.06
10.18 1.424 276.729 488.488 13.536
25.448 2.372 442.971 769.776 21.6
11.436 1.58 319.448 566.944 15.004
7.664 1.188 282.347 507.624 12.584
10.088 1.464 356.341 642.568 14.488
7.544 1.184 306.67 551.296 11.996
6.976 1.128 191.726 332.052 10.852
15.58 1.916 318.435 555.74 16.388
6.648 1.132 223.401 397.156 11.484
9.512 1.296 265.188 470.836 13.272
8.4 1.236 263.285 471.636 12.712
7.652 1.272 292.68 523.86 13.052
13.396 1.628 342.062 601.84 15.668
13.232 1.628 424.869 762.776 16.648
7.276 1.2 324.972 586.316 12.16
14.344 1.632 270.007 458.932 14.372
7.248 1.144 214.168 376.104 11.164
8.176 1.224 235.333 412.852 12.096
13.588 1.488 300.679 525.796 15.176
8.188 1.256 274.997 486.368 12.348
8.272 1.272 281.085 503.792 13.132
8.252 1.268 275.145 491.9 12.42
9.236 1.292 307.297 548.804 12.872
17.796 1.768 389.354 694.892 15.844
7.34 1.152 192.114 335.856 10.976
7.236 1.088 198.74 350.436 10.92
10.144 1.464 251.852 443.164 13.372
8.072 1.132 218.614 386.596 11.564
19.784 1.828 339.071 593.848 17.292
7.6 1.096 235.396 418.1 11.304
5.62 0.98 215.799 391.476 10.128
10.936 1.396 306.04 552.852 13.428
7.856 1.18 268.632 488.368 11.1
