"init.user" "init.system" "init.elapsed" "ref.user" "ref.system" "ref.elapsed"
168.508 0.4 335.036 735.492 2.932 1513.259
174.924 0.404 342.572 790.764 3.22 1756.383
206.664 0.372 372.084000000003 1252.376 4.436 2711.057
191.648 0.428 353.058999999997 858.152 3.18 2074.487
219.172 0.412 374.553 1052.076 4.916 2330.814
155.808 0.388 315.170000000002 1062.816 3.84 2279.613
196.64 0.332 358.127 870.8 3.592 2166.463
175.452 0.376 336.475000000002 475.528 1.88 1385.373
190.032 0.368 344.562000000002 715.824 3.312 1507.517
173.756 0.392 341.240999999998 730.188 2.652 1461.092
181.988 0.392 349.98 1208.576 4.536 2632.064
163.816 0.412 327.371999999999 852.016 3.36 2111.737
175.14 0.396 340.171999999999 658.588 2.684 1404.032
162.836 0.324 323.626 829.648 3.052 1767.762
277.94 0.332 442.502 722.596 2.824 1868.31
179.48 0.368 345.184000000001 775.344 2.96 2048.679
167.544 0.396 326.125 490.504 2.528 1187.472
169.628 0.38 325.117000000002 785.6 3.144 1686.882
225.26 0.372 386.251 683.016 2.728 1623.458
253.052 0.4 412.874 938.708 3.468 2251.334
187.924 0.412 344.075000000001 784.612 3.388 1741.902
282.136 0.368 445.413 932.18 3.424 2008.793
234.74 0.336 392.298000000003 1022.384 3.8 2324.612
172.308 0.344 327.545999999998 668.2 3 1975.039
181.932 0.376 338.564000000002 858.86 3.348 1736.897
166.168 0.388 320.162 1167.052 4.216 2325.91
209.184 0.34 371.252999999997 809.732 3.132 1841.197
180.58 0.392 336.205000000002 794.048 3.18 1935.696
224.128 0.376 389.482 680.664 2.988 1531.124
161.972 0.42 322.355 1200.06 4.124 2463.402
171.064 0.4 335.790000000001 896.028 3.592 2186.398
181.252 0.428 339.959999999999 656.484 2.912 1835.742
179.652 0.372 336.806 823.28 3.328 1714.636
184.996 0.404 344.399000000001 602.36 2.892 1414.901
207.24 0.436 370.565000000002 652.152 2.588 1579.862
223.776 0.332 382.442999999999 763.028 2.652 1791.936
197.364 0.38 358.308999999997 899.736 3.488 1871.518
232.936 0.38 391.525000000001 581.492 2.584 1425.237
232.684 0.444 387.445000000003 541.16 2.256 1417.181
217.952 0.416 376.913 787.92 2.736 2021.823
174.18 0.368 328.913999999997 819.784 3.488 1737.368
189.66 0.4 349.630000000001 1141.82 4.564 2293.12
175.084 0.432 331.755000000001 843.428 3.204 1845.182
192.912 0.42 354.452000000001 904.776 3.192 2002.346
197.444 0.348 355.25 527.124 2.256 1193.707
167.352 0.392 328.388999999999 658.072 2.548 1377.13
172.568 0.376 331.044000000002 783.632 3.172 1793.054
149.192 0.448 303.732 571.696 2.752 1531.257
